epoch,start.epoch,end.epoch,start.epoch_calculation,end.epoch_calculation,start.send_data,end.send_data,start.recv_data,end.recv_data,start.calc_gradients,end.calc_gradients,start.agg_gradients,end.agg_gradients,start.generate_data,end.generate_data,fid,is,start.fid,end.fid,start.is,end.is,size.data,size.feedback,start.swap,end.swap,swap,size.sent,size.recv
13,1716802865.023807,1716802865.16721,1716802865.023807,1716802865.167209,1716802865.035543,1716802865.03591,1716802865.0359948,1716802865.080352,1716802865.1627269,1716802865.167208,1716802865.0803552,1716802865.1626172,1716802865.023809,1716802865.035542,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
14,1716802865.167354,1716802865.309367,1716802865.167354,1716802865.309366,1716802865.177856,1716802865.1782541,1716802865.178271,1716802865.222442,1716802865.304002,1716802865.309364,1716802865.222445,1716802865.303892,1716802865.167356,1716802865.177856,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
15,1716802865.3094919,1716802865.454137,1716802865.3094919,1716802865.454137,1716802865.319307,1716802865.3196359,1716802865.319675,1716802865.36424,1716802865.4489238,1716802865.454135,1716802865.364243,1716802865.448821,1716802865.309495,1716802865.319307,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
16,1716802865.454258,1716802865.599691,1716802865.454258,1716802865.599691,1716802865.465863,1716802865.4662468,1716802865.466271,1716802865.511494,1716802865.594321,1716802865.599689,1716802865.511497,1716802865.594219,1716802865.4542599,1716802865.4658618,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
17,1716802865.599814,1716802865.741688,1716802865.599814,1716802865.741687,1716802865.6094248,1716802865.60977,1716802865.609854,1716802865.6536782,1716802865.73695,1716802865.741686,1716802865.6536808,1716802865.7368362,1716802865.5998158,1716802865.6094248,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
18,1716802865.741815,1716802865.886869,1716802865.741815,1716802865.886869,1716802865.7528589,1716802865.753252,1716802865.7532742,1716802865.797733,1716802865.8812218,1716802865.886867,1716802865.797735,1716802865.881113,1716802865.741817,1716802865.7528589,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
19,1716802865.8869948,1716802866.0636249,1716802865.8869948,1716802866.063624,1716802865.895752,1716802865.897207,1716802865.897294,1716802865.946424,1716802866.05827,1716802866.063623,1716802865.9464262,1716802866.0581582,1716802865.886998,1716802865.895751,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
20,1716802866.063752,1716802866.226063,1716802866.063752,1716802866.226063,1716802866.0789828,1716802866.07932,1716802866.079409,1716802866.1348321,1716802866.221014,1716802866.226061,1716802866.1348338,1716802866.2209039,1716802866.063754,1716802866.0789828,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
21,1716802866.226183,1716802866.370164,1716802866.226183,1716802866.370163,1716802866.235925,1716802866.236246,1716802866.2363331,1716802866.282885,1716802866.3649569,1716802866.370162,1716802866.282888,1716802866.3648481,1716802866.226186,1716802866.235924,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
22,1716802866.3702831,1716802866.513109,1716802866.370284,1716802866.513109,1716802866.38115,1716802866.381471,1716802866.381514,1716802866.426156,1716802866.508248,1716802866.513107,1716802866.42616,1716802866.508142,1716802866.370286,1716802866.3811488,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
23,1716802866.513237,1716802866.692327,1716802866.513237,1716802866.692327,1716802866.555031,1716802866.555402,1716802866.555423,1716802866.604861,1716802866.687312,1716802866.6923258,1716802866.604864,1716802866.687205,1716802866.5132391,1716802866.55503,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
24,1716802866.692458,1716802866.836607,1716802866.692459,1716802866.836607,1716802866.7034292,1716802866.7049038,1716802866.704923,1716802866.749135,1716802866.831855,1716802866.836606,1716802866.749137,1716802866.831748,1716802866.69246,1716802866.703428,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
25,1716802866.8367229,1716802866.9802089,1716802866.8367229,1716802866.9802089,1716802866.8471181,1716802866.847538,1716802866.847571,1716802866.8908339,1716802866.9750981,1716802866.9802072,1716802866.890837,1716802866.974991,1716802866.836725,1716802866.8471181,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
26,1716802866.9804192,1716802867.121017,1716802866.9804192,1716802867.121017,1716802866.990232,1716802866.9906392,1716802866.990678,1716802867.033383,1716802867.1157062,1716802867.121015,1716802867.033386,1716802867.1155908,1716802866.980421,1716802866.990232,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
27,1716802867.121144,1716802867.2621891,1716802867.121144,1716802867.2621891,1716802867.131656,1716802867.132066,1716802867.132083,1716802867.1761112,1716802867.2573068,1716802867.262188,1716802867.176113,1716802867.257198,1716802867.1211462,1716802867.131655,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
28,1716802867.262315,1716802867.406997,1716802867.262315,1716802867.406996,1716802867.272125,1716802867.2726378,1716802867.2727182,1716802867.317694,1716802867.4011571,1716802867.406995,1716802867.317697,1716802867.40106,1716802867.262317,1716802867.272125,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
29,1716802867.407126,1716802867.551093,1716802867.407126,1716802867.551092,1716802867.417449,1716802867.417996,1716802867.418077,1716802867.462199,1716802867.544502,1716802867.551091,1716802867.462202,1716802867.544395,1716802867.407129,1716802867.417449,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
30,1716802867.551224,1716802867.6919801,1716802867.551224,1716802867.691979,1716802867.5601778,1716802867.560878,1716802867.560967,1716802867.604969,1716802867.686935,1716802867.691978,1716802867.6049721,1716802867.6868322,1716802867.5512269,1716802867.5601768,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
31,1716802867.692101,1716802867.8331141,1716802867.692101,1716802867.8331132,1716802867.7029262,1716802867.703254,1716802867.703341,1716802867.747529,1716802867.828533,1716802867.833112,1716802867.7475321,1716802867.828421,1716802867.6921039,1716802867.702925,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
32,1716802867.8332338,1716802867.974935,1716802867.8332338,1716802867.974935,1716802867.843721,1716802867.844026,1716802867.844109,1716802867.890306,1716802867.970052,1716802867.974933,1716802867.890309,1716802867.969944,1716802867.833236,1716802867.84372,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
33,1716802867.9750662,1716802868.127498,1716802867.9750662,1716802868.127498,1716802867.984714,1716802867.985067,1716802867.985157,1716802868.039314,1716802868.12297,1716802868.127496,1716802868.039317,1716802868.122859,1716802867.9750679,1716802867.984714,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
34,1716802868.127626,1716802868.272904,1716802868.127627,1716802868.272903,1716802868.138381,1716802868.138842,1716802868.138926,1716802868.182797,1716802868.266398,1716802868.2729018,1716802868.1827998,1716802868.266283,1716802868.127629,1716802868.13838,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
35,1716802868.273024,1716802868.4146922,1716802868.273024,1716802868.4146922,1716802868.284349,1716802868.28515,1716802868.2851672,1716802868.329176,1716802868.4094179,1716802868.41469,1716802868.3291788,1716802868.4093041,1716802868.273026,1716802868.284348,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
36,1716802868.4148061,1716802868.556154,1716802868.4148061,1716802868.556154,1716802868.4230568,1716802868.423397,1716802868.423414,1716802868.4678998,1716802868.550664,1716802868.556152,1716802868.467903,1716802868.550553,1716802868.414809,1716802868.423056,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
37,1716802868.556279,1716802868.699048,1716802868.556279,1716802868.699048,1716802868.56461,1716802868.565205,1716802868.565231,1716802868.608374,1716802868.6930199,1716802868.699046,1716802868.608377,1716802868.692914,1716802868.556282,1716802868.56461,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
38,1716802868.69919,1716802868.8409011,1716802868.699191,1716802868.8409002,1716802868.709404,1716802868.7097652,1716802868.7098439,1716802868.754339,1716802868.835423,1716802868.840899,1716802868.7543411,1716802868.8353112,1716802868.6991942,1716802868.7094028,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
39,1716802868.841023,1716802868.98624,1716802868.841023,1716802868.986239,1716802868.853497,1716802868.853856,1716802868.853943,1716802868.900749,1716802868.980779,1716802868.986238,1716802868.9007518,1716802868.980669,1716802868.841026,1716802868.853496,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
40,1716802868.986363,1716802869.136019,1716802868.986363,1716802869.136019,1716802868.995879,1716802868.996452,1716802868.996526,1716802869.041054,1716802869.129747,1716802869.1360168,1716802869.041057,1716802869.129641,1716802868.9863648,1716802868.995878,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
41,1716802869.1361449,1716802869.288264,1716802869.1361449,1716802869.288264,1716802869.147284,1716802869.147842,1716802869.147946,1716802869.194158,1716802869.283493,1716802869.288262,1716802869.194161,1716802869.283385,1716802869.136148,1716802869.147284,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
42,1716802869.288382,1716802869.4350238,1716802869.288383,1716802869.4350238,1716802869.298761,1716802869.299376,1716802869.2993972,1716802869.3431838,1716802869.429292,1716802869.435022,1716802869.3431869,1716802869.429185,1716802869.288385,1716802869.29876,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
43,1716802869.435157,1716802869.635231,1716802869.435157,1716802869.63523,1716802869.446696,1716802869.44707,1716802869.44715,1716802869.536066,1716802869.628802,1716802869.6352289,1716802869.5360692,1716802869.628698,1716802869.4351602,1716802869.4466949,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
44,1716802869.6353521,1716802869.7855349,1716802869.6353521,1716802869.785534,1716802869.645014,1716802869.645354,1716802869.6454341,1716802869.690333,1716802869.7796218,1716802869.785533,1716802869.690336,1716802869.779522,1716802869.635355,1716802869.645014,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
45,1716802869.7856472,1716802869.9376519,1716802869.7856472,1716802869.937651,1716802869.795692,1716802869.796018,1716802869.796061,1716802869.84554,1716802869.9333062,1716802869.93765,1716802869.8455439,1716802869.933195,1716802869.78565,1716802869.795691,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
46,1716802869.937776,1716802870.1016488,1716802869.937776,1716802870.1016488,1716802869.948916,1716802869.94943,1716802869.949451,1716802869.997386,1716802870.096542,1716802870.1016471,1716802869.9973881,1716802870.096436,1716802869.937778,1716802869.948915,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
47,1716802870.101772,1716802870.258249,1716802870.101772,1716802870.2582479,1716802870.112252,1716802870.112737,1716802870.11282,1716802870.159768,1716802870.251335,1716802870.258247,1716802870.15977,1716802870.251188,1716802870.101774,1716802870.1122508,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
48,1716802870.2583969,1716802870.411267,1716802870.2583969,1716802870.411266,1716802870.2694101,1716802870.2697191,1716802870.269801,1716802870.314516,1716802870.405476,1716802870.4112651,1716802870.314519,1716802870.405366,1716802870.2584,1716802870.2694101,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
49,1716802870.411392,1716802870.572271,1716802870.411392,1716802870.5722702,1716802870.422279,1716802870.4225988,1716802870.4226959,1716802870.469221,1716802870.566865,1716802870.572269,1716802870.469224,1716802870.5667489,1716802870.411395,1716802870.422278,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
50,1716802870.5723982,1716802870.732901,1716802870.5723982,1716802870.732901,1716802870.5837739,1716802870.584377,1716802870.584399,1716802870.6295738,1716802870.726809,1716802870.7329001,1716802870.629577,1716802870.726683,1716802870.5724008,1716802870.5837739,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
51,1716802870.7330291,1716802870.9155352,1716802870.7330291,1716802870.915534,1716802870.743453,1716802870.743776,1716802870.7438562,1716802870.792278,1716802870.9058611,1716802870.915532,1716802870.79228,1716802870.905727,1716802870.733032,1716802870.7434518,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
52,1716802870.9157948,1716802871.102796,1716802870.9157948,1716802871.102796,1716802870.927818,1716802870.928114,1716802870.928152,1716802870.991346,1716802871.0975401,1716802871.102794,1716802870.99135,1716802871.097427,1716802870.915797,1716802870.9278169,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
53,1716802871.102925,1716802871.2500732,1716802871.102925,1716802871.2500732,1716802871.113303,1716802871.113824,1716802871.113844,1716802871.158905,1716802871.244183,1716802871.250071,1716802871.158908,1716802871.244071,1716802871.1029272,1716802871.113303,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
54,1716802871.2502022,1716802871.409138,1716802871.2502022,1716802871.409138,1716802871.269496,1716802871.2698932,1716802871.269977,1716802871.3138702,1716802871.402653,1716802871.409137,1716802871.3138728,1716802871.402549,1716802871.2502038,1716802871.269495,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
55,1716802871.4092522,1716802871.5480452,1716802871.4092522,1716802871.5480452,1716802871.420416,1716802871.420882,1716802871.421283,1716802871.462674,1716802871.543081,1716802871.548043,1716802871.462677,1716802871.542971,1716802871.4092538,1716802871.420415,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
56,1716802871.54817,1716802871.7035542,1716802871.54817,1716802871.7035542,1716802871.557589,1716802871.558081,1716802871.558165,1716802871.599712,1716802871.6971352,1716802871.703552,1716802871.599714,1716802871.697021,1716802871.548173,1716802871.5575879,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
57,1716802871.703682,1716802871.850966,1716802871.703682,1716802871.850965,1716802871.713801,1716802871.7142599,1716802871.7142909,1716802871.759406,1716802871.845897,1716802871.850964,1716802871.759409,1716802871.8457868,1716802871.703685,1716802871.713801,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
58,1716802871.851084,1716802871.992704,1716802871.851084,1716802871.992703,1716802871.860715,1716802871.861034,1716802871.861121,1716802871.901383,1716802871.987442,1716802871.9927008,1716802871.901385,1716802871.9873369,1716802871.851087,1716802871.860714,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
59,1716802871.99282,1716802872.1442719,1716802871.99282,1716802872.1442711,1716802872.002058,1716802872.002423,1716802872.002506,1716802872.0426822,1716802872.139471,1716802872.1442702,1716802872.042685,1716802872.139348,1716802871.992822,1716802872.002057,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
60,1716802872.1443882,1716802872.284648,1716802872.1443882,1716802872.284648,1716802872.154515,1716802872.1548538,1716802872.1549351,1716802872.1957529,1716802872.279371,1716802872.284647,1716802872.195756,1716802872.279264,1716802872.1443899,1716802872.1545138,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
61,1716802872.284768,1716802872.426411,1716802872.284768,1716802872.42641,1716802872.293509,1716802872.2943769,1716802872.294409,1716802872.335864,1716802872.420322,1716802872.426408,1716802872.3358662,1716802872.4202108,1716802872.28477,1716802872.293508,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
62,1716802872.426534,1716802872.602206,1716802872.426534,1716802872.602206,1716802872.436877,1716802872.43746,1716802872.437568,1716802872.4799109,1716802872.5980349,1716802872.6022038,1716802872.479913,1716802872.597934,1716802872.4265358,1716802872.436877,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
63,1716802872.60232,1716802872.7362602,1716802872.60232,1716802872.7362602,1716802872.611597,1716802872.612038,1716802872.612122,1716802872.6549902,1716802872.731437,1716802872.736258,1716802872.6549928,1716802872.731337,1716802872.6023219,1716802872.611596,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
64,1716802872.736373,1716802872.874604,1716802872.736373,1716802872.874603,1716802872.745795,1716802872.746155,1716802872.7462442,1716802872.789195,1716802872.869262,1716802872.874602,1716802872.7891982,1716802872.869161,1716802872.736375,1716802872.745795,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
65,1716802872.874718,1716802873.012149,1716802872.874718,1716802873.012148,1716802872.884908,1716802872.885854,1716802872.8858728,1716802872.92617,1716802873.00717,1716802873.012146,1716802872.926173,1716802873.0070558,1716802872.87472,1716802872.884907,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
66,1716802873.012269,1716802873.1528761,1716802873.012269,1716802873.152875,1716802873.0227368,1716802873.023125,1716802873.023145,1716802873.065675,1716802873.147776,1716802873.152874,1716802873.065679,1716802873.1476722,1716802873.0122712,1716802873.0227358,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
67,1716802873.152991,1716802873.28605,1716802873.152991,1716802873.2860491,1716802873.162143,1716802873.162483,1716802873.162563,1716802873.202985,1716802873.280917,1716802873.286048,1716802873.2029881,1716802873.280822,1716802873.1529942,1716802873.162143,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
68,1716802873.2861729,1716802873.424402,1716802873.2861729,1716802873.4244008,1716802873.295007,1716802873.295653,1716802873.29574,1716802873.338443,1716802873.419756,1716802873.4243999,1716802873.338445,1716802873.419659,1716802873.286176,1716802873.295007,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
69,1716802873.42451,1716802873.5610251,1716802873.42451,1716802873.561024,1716802873.4339359,1716802873.434268,1716802873.434347,1716802873.475723,1716802873.556384,1716802873.561023,1716802873.4757252,1716802873.556275,1716802873.424512,1716802873.4339352,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
70,1716802873.561148,1716802873.696758,1716802873.561148,1716802873.696758,1716802873.570071,1716802873.5704021,1716802873.570486,1716802873.613287,1716802873.692328,1716802873.696756,1716802873.61329,1716802873.692208,1716802873.561151,1716802873.570071,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
71,1716802873.696874,1716802873.832237,1716802873.696874,1716802873.832236,1716802873.7066739,1716802873.707018,1716802873.707057,1716802873.74853,1716802873.8273869,1716802873.832235,1716802873.748532,1716802873.827279,1716802873.696876,1716802873.7066739,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
72,1716802873.8323588,1716802873.9684339,1716802873.8323588,1716802873.9684339,1716802873.841571,1716802873.8419359,1716802873.8419561,1716802873.883801,1716802873.963845,1716802873.968433,1716802873.8838038,1716802873.963744,1716802873.832362,1716802873.8415701,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
73,1716802873.9685462,1716802874.103712,1716802873.9685462,1716802874.103712,1716802873.978734,1716802873.9792058,1716802873.9793038,1716802874.02089,1716802874.0987132,1716802874.10371,1716802874.0208929,1716802874.0986052,1716802873.968548,1716802873.978734,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
74,1716802874.1038332,1716802874.249998,1716802874.1038332,1716802874.249998,1716802874.113239,1716802874.1135721,1716802874.113655,1716802874.162902,1716802874.2452931,1716802874.249996,1716802874.162905,1716802874.245192,1716802874.1038349,1716802874.113238,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
75,1716802874.2501252,1716802874.397703,1716802874.2501252,1716802874.397702,1716802874.2688131,1716802874.2696261,1716802874.269721,1716802874.3108082,1716802874.393304,1716802874.397701,1716802874.31081,1716802874.3932018,1716802874.250127,1716802874.268812,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
76,1716802874.3978171,1716802874.5327191,1716802874.3978171,1716802874.5327182,1716802874.4082508,1716802874.408612,1716802874.408638,1716802874.4493692,1716802874.5283232,1716802874.532716,1716802874.4493718,1716802874.5282218,1716802874.3978188,1716802874.4082508,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
77,1716802874.532831,1716802874.673326,1716802874.532831,1716802874.673326,1716802874.541994,1716802874.542306,1716802874.542345,1716802874.583166,1716802874.668659,1716802874.673324,1716802874.583168,1716802874.668554,1716802874.532833,1716802874.541994,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
78,1716802874.673986,1716802874.8107011,1716802874.673986,1716802874.8107011,1716802874.6837912,1716802874.684126,1716802874.6842182,1716802874.725274,1716802874.805983,1716802874.810699,1716802874.725277,1716802874.805877,1716802874.673989,1716802874.68379,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
79,1716802874.8108191,1716802874.944843,1716802874.8108191,1716802874.944842,1716802874.820108,1716802874.820889,1716802874.820927,1716802874.862388,1716802874.9393852,1716802874.94484,1716802874.862391,1716802874.939276,1716802874.8108218,1716802874.820107,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
80,1716802874.9449642,1716802875.114671,1716802874.9449642,1716802875.114671,1716802874.9543989,1716802874.954693,1716802874.954748,1716802874.9947011,1716802875.110176,1716802875.114669,1716802874.9947038,1716802875.110068,1716802874.9449668,1716802874.954398,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
81,1716802875.114791,1716802875.244541,1716802875.114791,1716802875.24454,1716802875.123907,1716802875.1245859,1716802875.124672,1716802875.164117,1716802875.240309,1716802875.2445388,1716802875.16412,1716802875.240198,1716802875.114793,1716802875.123907,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
82,1716802875.244658,1716802875.379891,1716802875.244658,1716802875.379891,1716802875.2535732,1716802875.253886,1716802875.2539709,1716802875.294708,1716802875.374836,1716802875.379889,1716802875.29471,1716802875.374738,1716802875.244661,1716802875.253572,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
83,1716802875.380011,1716802875.514517,1716802875.380011,1716802875.5145159,1716802875.388939,1716802875.389334,1716802875.389355,1716802875.431103,1716802875.5092428,1716802875.514515,1716802875.431106,1716802875.5091379,1716802875.380013,1716802875.388939,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
84,1716802875.5146382,1716802875.6486862,1716802875.5146382,1716802875.648685,1716802875.524729,1716802875.525218,1716802875.525236,1716802875.564075,1716802875.643938,1716802875.648684,1716802875.5640771,1716802875.643837,1716802875.5146399,1716802875.524728,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
85,1716802875.648802,1716802875.7849112,1716802875.648802,1716802875.78491,1716802875.659155,1716802875.659511,1716802875.659592,1716802875.699435,1716802875.780303,1716802875.784909,1716802875.699438,1716802875.780201,1716802875.6488051,1716802875.659155,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
86,1716802875.785022,1716802875.920404,1716802875.785022,1716802875.920403,1716802875.7952168,1716802875.795593,1716802875.795614,1716802875.83633,1716802875.9158132,1716802875.9204018,1716802875.836333,1716802875.91572,1716802875.785024,1716802875.7952168,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
87,1716802875.920512,1716802876.061305,1716802875.920513,1716802876.061305,1716802875.930188,1716802875.930547,1716802875.930633,1716802875.979028,1716802876.056082,1716802876.061304,1716802875.9790301,1716802876.055979,1716802875.920514,1716802875.930187,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
88,1716802876.061422,1716802876.219696,1716802876.061422,1716802876.219696,1716802876.083801,1716802876.0841112,1716802876.084194,1716802876.124972,1716802876.211009,1716802876.219695,1716802876.1249752,1716802876.210894,1716802876.061424,1716802876.083801,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
89,1716802876.2198248,1716802876.357666,1716802876.2198248,1716802876.357666,1716802876.229058,1716802876.229357,1716802876.22946,1716802876.2705019,1716802876.352743,1716802876.357664,1716802876.270505,1716802876.352635,1716802876.219828,1716802876.229058,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
90,1716802876.357785,1716802876.489311,1716802876.3577862,1716802876.489311,1716802876.367182,1716802876.36802,1716802876.3680608,1716802876.4091048,1716802876.484906,1716802876.4893088,1716802876.409107,1716802876.4847949,1716802876.3577878,1716802876.367182,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
91,1716802876.489428,1716802876.627127,1716802876.489429,1716802876.627127,1716802876.499789,1716802876.500096,1716802876.500136,1716802876.54065,1716802876.622375,1716802876.627125,1716802876.540652,1716802876.6222641,1716802876.4894311,1716802876.499788,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
