epoch,start.epoch,end.epoch,start.epoch_calculation,end.epoch_calculation,start.send_data,end.send_data,start.recv_data,end.recv_data,start.calc_gradients,end.calc_gradients,start.agg_gradients,end.agg_gradients,start.generate_data,end.generate_data,fid,is,start.fid,end.fid,start.is,end.is,size.data,size.feedback,start.swap,end.swap,swap,size.sent,size.recv
183,1716802889.1934972,1716802889.3313658,1716802889.1934972,1716802889.331365,1716802889.203284,1716802889.203594,1716802889.2036831,1716802889.246162,1716802889.326509,1716802889.3313642,1716802889.246165,1716802889.326406,1716802889.1934988,1716802889.2032828,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
184,1716802889.33148,1716802889.4674041,1716802889.33148,1716802889.4674041,1716802889.341096,1716802889.3415308,1716802889.341572,1716802889.383411,1716802889.46089,1716802889.467402,1716802889.383414,1716802889.460783,1716802889.3314822,1716802889.341096,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
185,1716802889.4675221,1716802889.6050618,1716802889.4675221,1716802889.605061,1716802889.476668,1716802889.4781382,1716802889.4782238,1716802889.520072,1716802889.599969,1716802889.60506,1716802889.520074,1716802889.5998652,1716802889.467524,1716802889.476668,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
186,1716802889.6051798,1716802889.741933,1716802889.6051798,1716802889.741933,1716802889.615107,1716802889.61603,1716802889.616066,1716802889.656796,1716802889.736932,1716802889.741931,1716802889.6568,1716802889.7368362,1716802889.605183,1716802889.615106,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
187,1716802889.7420428,1716802889.877876,1716802889.7420428,1716802889.877876,1716802889.751727,1716802889.752396,1716802889.752479,1716802889.7944078,1716802889.873067,1716802889.8778749,1716802889.79441,1716802889.872973,1716802889.7420459,1716802889.751727,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
188,1716802889.8779972,1716802890.018572,1716802889.8779972,1716802890.018572,1716802889.887189,1716802889.887535,1716802889.887616,1716802889.930388,1716802890.013511,1716802890.01857,1716802889.930391,1716802890.013401,1716802889.878,1716802889.887189,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
189,1716802890.018683,1716802890.163477,1716802890.018683,1716802890.163477,1716802890.028309,1716802890.028744,1716802890.028784,1716802890.076319,1716802890.158603,1716802890.163475,1716802890.076323,1716802890.1585028,1716802890.0186849,1716802890.028309,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
190,1716802890.163598,1716802890.297764,1716802890.163599,1716802890.297763,1716802890.1743748,1716802890.1751099,1716802890.175148,1716802890.216026,1716802890.292806,1716802890.2977622,1716802890.216029,1716802890.292702,1716802890.163601,1716802890.1743739,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
191,1716802890.2978828,1716802890.437911,1716802890.2978828,1716802890.437911,1716802890.307082,1716802890.3073852,1716802890.3074272,1716802890.3478432,1716802890.432103,1716802890.437909,1716802890.3478458,1716802890.432002,1716802890.297886,1716802890.307081,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
192,1716802890.4380522,1716802890.602099,1716802890.4380522,1716802890.602098,1716802890.446856,1716802890.447205,1716802890.4472792,1716802890.49412,1716802890.596208,1716802890.602096,1716802890.494123,1716802890.596095,1716802890.4380548,1716802890.446856,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
193,1716802890.602224,1716802890.7402182,1716802890.602224,1716802890.740217,1716802890.612355,1716802890.6126988,1716802890.612737,1716802890.654656,1716802890.7359328,1716802890.740216,1716802890.654658,1716802890.735828,1716802890.602227,1716802890.612354,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
194,1716802890.7403378,1716802890.876694,1716802890.7403378,1716802890.876694,1716802890.749503,1716802890.7501051,1716802890.750186,1716802890.792446,1716802890.8716831,1716802890.876692,1716802890.792449,1716802890.8715782,1716802890.74034,1716802890.749503,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
195,1716802890.876815,1716802891.026133,1716802890.876815,1716802891.026133,1716802890.886112,1716802890.886496,1716802890.886554,1716802890.929194,1716802891.0213969,1716802891.0261319,1716802890.929197,1716802891.021291,1716802890.876818,1716802890.886111,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
196,1716802891.026253,1716802891.171208,1716802891.026253,1716802891.171208,1716802891.043833,1716802891.0442948,1716802891.044388,1716802891.086932,1716802891.165854,1716802891.171207,1716802891.086935,1716802891.16574,1716802891.0262558,1716802891.043832,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
197,1716802891.171322,1716802891.318194,1716802891.171322,1716802891.318194,1716802891.183351,1716802891.1836438,1716802891.183661,1716802891.22576,1716802891.311838,1716802891.3181922,1716802891.2257621,1716802891.3117352,1716802891.171324,1716802891.18335,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
198,1716802891.3183098,1716802891.46895,1716802891.318311,1716802891.468949,1716802891.330205,1716802891.3308191,1716802891.3308969,1716802891.375332,1716802891.464378,1716802891.468947,1716802891.375335,1716802891.464266,1716802891.318312,1716802891.330205,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
199,1716802891.469069,1716802891.605686,1716802891.469069,1716802891.605685,1716802891.478752,1716802891.4790971,1716802891.4791749,1716802891.5203269,1716802891.6006541,1716802891.6056828,1716802891.52033,1716802891.6005409,1716802891.4690711,1716802891.478751,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
200,1716802891.605807,1716802891.742605,1716802891.605807,1716802891.742605,1716802891.6159859,1716802891.6163788,1716802891.616457,1716802891.657755,1716802891.737776,1716802891.742603,1716802891.657757,1716802891.737658,1716802891.60581,1716802891.6159859,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
201,1716802891.7427158,1716802891.883923,1716802891.7427158,1716802891.8839219,1716802891.752345,1716802891.7526789,1716802891.752696,1716802891.794475,1716802891.876446,1716802891.88392,1716802891.794477,1716802891.8763552,1716802891.742719,1716802891.7523441,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
202,1716802891.884052,1716802892.029314,1716802891.884052,1716802892.029313,1716802891.892906,1716802891.8932679,1716802891.8933492,1716802891.937061,1716802892.023384,1716802892.029312,1716802891.937064,1716802892.023277,1716802891.8840551,1716802891.892906,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
203,1716802892.029433,1716802892.166929,1716802892.029433,1716802892.166929,1716802892.038622,1716802892.038962,1716802892.0390432,1716802892.0819168,1716802892.162291,1716802892.166927,1716802892.08192,1716802892.1621811,1716802892.029435,1716802892.038621,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
204,1716802892.167042,1716802892.304624,1716802892.167042,1716802892.3046231,1716802892.17571,1716802892.176045,1716802892.176129,1716802892.2170298,1716802892.2997131,1716802892.3046222,1716802892.217032,1716802892.299621,1716802892.1670442,1716802892.17571,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
205,1716802892.304744,1716802892.4430668,1716802892.304744,1716802892.4430661,1716802892.314729,1716802892.315628,1716802892.315655,1716802892.355346,1716802892.438231,1716802892.4430652,1716802892.3553479,1716802892.438133,1716802892.304746,1716802892.314729,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
206,1716802892.4431849,1716802892.590416,1716802892.4431849,1716802892.590415,1716802892.4527528,1716802892.453475,1716802892.45355,1716802892.494406,1716802892.585048,1716802892.590413,1716802892.4944088,1716802892.5849369,1716802892.443187,1716802892.4527528,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
207,1716802892.590539,1716802892.731524,1716802892.59054,1716802892.731524,1716802892.600228,1716802892.601053,1716802892.601075,1716802892.6425002,1716802892.72657,1716802892.731523,1716802892.642503,1716802892.726466,1716802892.590542,1716802892.600228,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
208,1716802892.7316868,1716802893.0697541,1716802892.7316868,1716802893.0697541,1716802892.742049,1716802892.742365,1716802892.742444,1716802892.799144,1716802893.051511,1716802893.069752,1716802892.799148,1716802893.051404,1716802892.73169,1716802892.742048,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
209,1716802893.06992,1716802893.361601,1716802893.06992,1716802893.3616,1716802893.091785,1716802893.092362,1716802893.0923781,1716802893.229795,1716802893.354787,1716802893.361598,1716802893.2297978,1716802893.354681,1716802893.0699232,1716802893.091784,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
210,1716802893.3617332,1716802893.5304089,1716802893.361734,1716802893.530408,1716802893.373186,1716802893.373877,1716802893.3739011,1716802893.4243891,1716802893.524431,1716802893.530407,1716802893.4243908,1716802893.524322,1716802893.3617358,1716802893.373185,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
211,1716802893.530525,1716802893.6920981,1716802893.530526,1716802893.692097,1716802893.541355,1716802893.542675,1716802893.542697,1716802893.593158,1716802893.686971,1716802893.692096,1716802893.5931609,1716802893.686867,1716802893.530528,1716802893.541354,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
212,1716802893.692226,1716802893.880348,1716802893.692226,1716802893.8803468,1716802893.705533,1716802893.706065,1716802893.706097,1716802893.762508,1716802893.870976,1716802893.880345,1716802893.762511,1716802893.870867,1716802893.692228,1716802893.7055318,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
213,1716802893.880513,1716802894.089247,1716802893.880513,1716802894.089246,1716802893.89425,1716802893.894808,1716802893.894839,1716802893.959209,1716802894.082926,1716802894.0892448,1716802893.959212,1716802894.0828118,1716802893.880516,1716802893.894249,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
214,1716802894.089379,1716802894.27115,1716802894.089379,1716802894.27115,1716802894.1034,1716802894.103814,1716802894.10393,1716802894.160154,1716802894.2638972,1716802894.271148,1716802894.160157,1716802894.263793,1716802894.089383,1716802894.1033988,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
215,1716802894.271276,1716802894.4643798,1716802894.271276,1716802894.4643798,1716802894.283343,1716802894.2846022,1716802894.2846231,1716802894.340727,1716802894.452767,1716802894.4643788,1716802894.340729,1716802894.452628,1716802894.2712781,1716802894.2833421,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
216,1716802894.4645178,1716802894.934122,1716802894.4645178,1716802894.934121,1716802894.477168,1716802894.477553,1716802894.477577,1716802894.785271,1716802894.927798,1716802894.93412,1716802894.785273,1716802894.927684,1716802894.46452,1716802894.477168,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
217,1716802894.93427,1716802895.127449,1716802894.93427,1716802895.127449,1716802894.944208,1716802894.944674,1716802894.944715,1716802895.000382,1716802895.1189241,1716802895.127448,1716802895.000385,1716802895.118814,1716802894.934273,1716802894.9442072,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
218,1716802895.127577,1716802895.294373,1716802895.127577,1716802895.294372,1716802895.1388311,1716802895.139256,1716802895.1392949,1716802895.189413,1716802895.28803,1716802895.29437,1716802895.189416,1716802895.2879229,1716802895.127579,1716802895.1388302,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
219,1716802895.294494,1716802895.464971,1716802895.294494,1716802895.4649699,1716802895.304405,1716802895.304724,1716802895.3048582,1716802895.360621,1716802895.456156,1716802895.464969,1716802895.360624,1716802895.456046,1716802895.294496,1716802895.304405,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
220,1716802895.465089,1716802895.6344802,1716802895.465089,1716802895.6344802,1716802895.476834,1716802895.477154,1716802895.4772322,1716802895.5328882,1716802895.6264372,1716802895.634479,1716802895.53289,1716802895.6263292,1716802895.465091,1716802895.476833,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
221,1716802895.634609,1716802895.812809,1716802895.634609,1716802895.812809,1716802895.656949,1716802895.65789,1716802895.657967,1716802895.712668,1716802895.807515,1716802895.812808,1716802895.712671,1716802895.8074088,1716802895.634611,1716802895.6569479,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
222,1716802895.812937,1716802895.976156,1716802895.812937,1716802895.976156,1716802895.8235872,1716802895.823911,1716802895.823957,1716802895.867094,1716802895.967614,1716802895.9761548,1716802895.867096,1716802895.967509,1716802895.8129401,1716802895.823586,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
223,1716802895.9762702,1716802896.1394079,1716802895.9762702,1716802896.1394072,1716802895.987933,1716802895.988412,1716802895.98843,1716802896.036427,1716802896.132087,1716802896.139406,1716802896.0364292,1716802896.131983,1716802895.9762728,1716802895.987932,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
224,1716802896.139529,1716802896.3348281,1716802896.139529,1716802896.3348281,1716802896.163879,1716802896.164246,1716802896.164324,1716802896.218247,1716802896.3279622,1716802896.334826,1716802896.2182488,1716802896.327852,1716802896.139532,1716802896.163878,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
225,1716802896.334966,1716802896.4928799,1716802896.334966,1716802896.4928799,1716802896.346407,1716802896.346758,1716802896.3468428,1716802896.391037,1716802896.485607,1716802896.4928782,1716802896.391039,1716802896.485496,1716802896.334969,1716802896.346406,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
226,1716802896.4930282,1716802896.664821,1716802896.4930282,1716802896.66482,1716802896.505048,1716802896.5054028,1716802896.505486,1716802896.5568619,1716802896.658151,1716802896.664819,1716802896.556864,1716802896.658046,1716802896.493033,1716802896.505047,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
227,1716802896.664949,1716802896.86428,1716802896.664949,1716802896.86428,1716802896.676876,1716802896.6773472,1716802896.677408,1716802896.735414,1716802896.85636,1716802896.864277,1716802896.7354162,1716802896.85625,1716802896.664952,1716802896.676875,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
228,1716802896.8644211,1716802897.05569,1716802896.8644211,1716802897.0556889,1716802896.877774,1716802896.878726,1716802896.878788,1716802896.9256902,1716802897.047013,1716802897.055688,1716802896.9256918,1716802897.0468931,1716802896.864424,1716802896.877773,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
229,1716802897.055819,1716802897.217889,1716802897.055819,1716802897.217889,1716802897.0660858,1716802897.067198,1716802897.0672178,1716802897.119047,1716802897.211436,1716802897.217887,1716802897.11905,1716802897.211319,1716802897.055821,1716802897.0660858,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
230,1716802897.218011,1716802897.373256,1716802897.218011,1716802897.373255,1716802897.228995,1716802897.229344,1716802897.229381,1716802897.2761269,1716802897.3667479,1716802897.3732538,1716802897.27613,1716802897.366622,1716802897.218014,1716802897.228995,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
231,1716802897.373377,1716802897.58541,1716802897.373377,1716802897.58541,1716802897.382835,1716802897.383221,1716802897.383305,1716802897.42804,1716802897.5790222,1716802897.585408,1716802897.4280431,1716802897.578912,1716802897.3733802,1716802897.382834,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
232,1716802897.585543,1716802897.732907,1716802897.5855439,1716802897.732906,1716802897.5949771,1716802897.5953522,1716802897.595432,1716802897.6443882,1716802897.727645,1716802897.732905,1716802897.6443899,1716802897.7275379,1716802897.585546,1716802897.5949771,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
233,1716802897.733044,1716802897.888781,1716802897.733044,1716802897.888781,1716802897.7427561,1716802897.743175,1716802897.7432609,1716802897.786022,1716802897.88195,1716802897.888779,1716802897.786026,1716802897.881835,1716802897.733047,1716802897.7427561,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
234,1716802897.8898718,1716802898.0769532,1716802897.8898718,1716802898.076952,1716802897.9006321,1716802897.901108,1716802897.901132,1716802897.94974,1716802898.066732,1716802898.076951,1716802897.949743,1716802898.066549,1716802897.889875,1716802897.900631,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
235,1716802898.077111,1716802898.26588,1716802898.077111,1716802898.26588,1716802898.087438,1716802898.088313,1716802898.088427,1716802898.14163,1716802898.25695,1716802898.265878,1716802898.141633,1716802898.2568378,1716802898.077138,1716802898.0874372,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
236,1716802898.265999,1716802898.444549,1716802898.265999,1716802898.4445481,1716802898.278086,1716802898.278579,1716802898.27865,1716802898.3295481,1716802898.437057,1716802898.4445472,1716802898.32955,1716802898.4368699,1716802898.266001,1716802898.278086,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
237,1716802898.4446778,1716802898.636168,1716802898.4446778,1716802898.636168,1716802898.455787,1716802898.4561799,1716802898.456259,1716802898.5060768,1716802898.626272,1716802898.6361659,1716802898.50608,1716802898.626157,1716802898.444681,1716802898.455786,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
238,1716802898.636297,1716802898.840148,1716802898.636297,1716802898.840148,1716802898.64875,1716802898.650041,1716802898.650075,1716802898.7025259,1716802898.833546,1716802898.8401432,1716802898.702529,1716802898.833408,1716802898.6363,1716802898.64875,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
239,1716802898.840466,1716802899.0441558,1716802898.840467,1716802899.0441558,1716802898.8542552,1716802898.854969,1716802898.854998,1716802898.9068139,1716802899.0349681,1716802899.0441542,1716802898.906817,1716802899.034821,1716802898.840469,1716802898.854254,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
240,1716802899.0443058,1716802899.238611,1716802899.0443058,1716802899.23861,1716802899.0569658,1716802899.057656,1716802899.057687,1716802899.113834,1716802899.230489,1716802899.2386088,1716802899.113837,1716802899.2303739,1716802899.044309,1716802899.056965,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
241,1716802899.238771,1716802899.4282508,1716802899.238771,1716802899.42825,1716802899.250654,1716802899.251413,1716802899.25146,1716802899.3042428,1716802899.421804,1716802899.4282491,1716802899.304246,1716802899.421691,1716802899.238773,1716802899.250654,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
242,1716802899.428384,1716802899.606548,1716802899.428384,1716802899.606548,1716802899.440612,1716802899.4414878,1716802899.441546,1716802899.4945102,1716802899.6014872,1716802899.606546,1716802899.4945128,1716802899.6013792,1716802899.428386,1716802899.4406111,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
243,1716802899.606669,1716802899.750384,1716802899.606669,1716802899.750384,1716802899.617225,1716802899.618515,1716802899.618589,1716802899.6629848,1716802899.745298,1716802899.7503822,1716802899.662988,1716802899.7451892,1716802899.6066718,1716802899.617224,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
244,1716802899.750508,1716802899.884694,1716802899.750508,1716802899.884694,1716802899.759478,1716802899.759907,1716802899.759944,1716802899.80131,1716802899.88018,1716802899.884692,1716802899.801313,1716802899.8800719,1716802899.7505112,1716802899.759477,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
245,1716802899.884812,1716802900.019964,1716802899.884812,1716802900.019964,1716802899.896191,1716802899.896663,1716802899.896683,1716802899.9380631,1716802900.0145779,1716802900.019962,1716802899.938066,1716802900.014457,1716802899.884814,1716802899.896191,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
246,1716802900.0200908,1716802900.168112,1716802900.0200908,1716802900.168111,1716802900.030089,1716802900.0304692,1716802900.030487,1716802900.07457,1716802900.1623979,1716802900.168109,1716802900.074573,1716802900.162289,1716802900.020093,1716802900.030089,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
247,1716802900.168235,1716802900.307193,1716802900.168235,1716802900.307193,1716802900.178803,1716802900.1792278,1716802900.179264,1716802900.221251,1716802900.302065,1716802900.3071911,1716802900.2212539,1716802900.301961,1716802900.168237,1716802900.178802,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
248,1716802900.3073149,1716802900.444273,1716802900.307316,1716802900.444273,1716802900.316888,1716802900.317336,1716802900.317371,1716802900.359467,1716802900.439691,1716802900.444271,1716802900.359469,1716802900.439584,1716802900.307318,1716802900.316888,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
249,1716802900.444389,1716802900.579222,1716802900.444389,1716802900.579221,1716802900.454187,1716802900.45504,1716802900.4551208,1716802900.496,1716802900.574474,1716802900.57922,1716802900.4960032,1716802900.574375,1716802900.444392,1716802900.454186,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
250,1716802900.5793338,1716802900.719323,1716802900.5793338,1716802900.7193222,1716802900.5888,1716802900.589118,1716802900.589203,1716802900.630357,1716802900.7130198,1716802900.719321,1716802900.630359,1716802900.7129111,1716802900.579336,1716802900.5888,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
251,1716802900.719444,1716802900.869646,1716802900.719444,1716802900.869645,1716802900.728357,1716802900.72874,1716802900.7287612,1716802900.771664,1716802900.865151,1716802900.869643,1716802900.771667,1716802900.8650439,1716802900.719446,1716802900.7283561,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
252,1716802900.869761,1716802901.0140831,1716802900.869762,1716802901.0140831,1716802900.879178,1716802900.8795662,1716802900.879651,1716802900.91976,1716802901.0088892,1716802901.014081,1716802900.919762,1716802901.0087879,1716802900.869764,1716802900.8791769,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
253,1716802901.0142,1716802901.166021,1716802901.0142,1716802901.1660202,1716802901.0253282,1716802901.025722,1716802901.02576,1716802901.0752268,1716802901.160065,1716802901.166019,1716802901.075229,1716802901.159952,1716802901.014202,1716802901.0253272,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
254,1716802901.166137,1716802901.355843,1716802901.166137,1716802901.355843,1716802901.217321,1716802901.217653,1716802901.217691,1716802901.258431,1716802901.343528,1716802901.355841,1716802901.258433,1716802901.343423,1716802901.166139,1716802901.217321,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
255,1716802901.355969,1716802901.530106,1716802901.355969,1716802901.530106,1716802901.3747861,1716802901.375577,1716802901.375658,1716802901.445703,1716802901.525381,1716802901.5301042,1716802901.445705,1716802901.525275,1716802901.355971,1716802901.374785,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
256,1716802901.5302222,1716802901.667629,1716802901.5302222,1716802901.667629,1716802901.539675,1716802901.5401878,1716802901.540273,1716802901.5828311,1716802901.662695,1716802901.667627,1716802901.582834,1716802901.662594,1716802901.5302248,1716802901.539675,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
257,1716802901.667744,1716802901.8060422,1716802901.667744,1716802901.806041,1716802901.6765382,1716802901.677639,1716802901.6776881,1716802901.7196732,1716802901.801518,1716802901.806039,1716802901.7196748,1716802901.8014069,1716802901.667746,1716802901.676537,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
258,1716802901.806161,1716802901.941615,1716802901.806161,1716802901.941615,1716802901.8147771,1716802901.815658,1716802901.815733,1716802901.8577302,1716802901.937204,1716802901.941613,1716802901.857733,1716802901.937105,1716802901.806164,1716802901.8147771,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
259,1716802901.94173,1716802902.1176598,1716802901.94173,1716802902.1176598,1716802901.950757,1716802901.951172,1716802901.9511948,1716802901.99247,1716802902.113755,1716802902.1176589,1716802901.9924722,1716802902.113655,1716802901.9417322,1716802901.950757,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
260,1716802902.1178188,1716802902.253936,1716802902.1178188,1716802902.253935,1716802902.12727,1716802902.1281989,1716802902.1282198,1716802902.169019,1716802902.249262,1716802902.2539341,1716802902.1690218,1716802902.249163,1716802902.117822,1716802902.12727,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
261,1716802902.254049,1716802902.390749,1716802902.254049,1716802902.3907478,1716802902.2628329,1716802902.2632241,1716802902.263244,1716802902.303166,1716802902.386016,1716802902.3907468,1716802902.303169,1716802902.3859131,1716802902.2540522,1716802902.2628322,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
262,1716802902.3908732,1716802902.5261812,1716802902.3908732,1716802902.52618,1716802902.400764,1716802902.401162,1716802902.401244,1716802902.442681,1716802902.521545,1716802902.526179,1716802902.442683,1716802902.521438,1716802902.3908758,1716802902.400764,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
263,1716802902.526305,1716802902.661136,1716802902.526305,1716802902.6611352,1716802902.5352068,1716802902.535656,1716802902.535736,1716802902.57716,1716802902.6556811,1716802902.661134,1716802902.577163,1716802902.655589,1716802902.526307,1716802902.5352058,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
264,1716802902.661255,1716802902.7960792,1716802902.6612558,1716802902.796078,1716802902.670974,1716802902.671639,1716802902.671662,1716802902.713608,1716802902.791074,1716802902.796077,1716802902.7136111,1716802902.790962,1716802902.661258,1716802902.670974,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
265,1716802902.796194,1716802902.942436,1716802902.796194,1716802902.942435,1716802902.805472,1716802902.805783,1716802902.805865,1716802902.847434,1716802902.937653,1716802902.942434,1716802902.847436,1716802902.937549,1716802902.796196,1716802902.805472,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
266,1716802902.942549,1716802903.077881,1716802902.942549,1716802903.0778801,1716802902.952078,1716802902.9525912,1716802902.9526122,1716802902.994449,1716802903.073369,1716802903.077879,1716802902.994452,1716802903.073262,1716802902.942552,1716802902.952078,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
267,1716802903.077991,1716802903.2158551,1716802903.077991,1716802903.2158551,1716802903.0872068,1716802903.08751,1716802903.087546,1716802903.129384,1716802903.21071,1716802903.2158542,1716802903.129387,1716802903.210613,1716802903.0779939,1716802903.087206,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
268,1716802903.215965,1716802903.352845,1716802903.215965,1716802903.352845,1716802903.225,1716802903.225315,1716802903.2253299,1716802903.26788,1716802903.3479521,1716802903.352843,1716802903.267883,1716802903.34785,1716802903.215967,1716802903.224999,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
269,1716802903.352968,1716802903.4892821,1716802903.352968,1716802903.4892821,1716802903.363102,1716802903.363411,1716802903.36349,1716802903.404953,1716802903.484627,1716802903.489281,1716802903.4049559,1716802903.484531,1716802903.352971,1716802903.363102,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
270,1716802903.4893959,1716802903.628364,1716802903.4893959,1716802903.628364,1716802903.498053,1716802903.498362,1716802903.4984431,1716802903.540267,1716802903.62369,1716802903.628363,1716802903.54027,1716802903.623602,1716802903.489398,1716802903.498053,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
271,1716802903.628476,1716802903.7655191,1716802903.628476,1716802903.7655182,1716802903.63803,1716802903.638371,1716802903.63839,1716802903.679627,1716802903.7610629,1716802903.765517,1716802903.679629,1716802903.760963,1716802903.628479,1716802903.63803,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
272,1716802903.76563,1716802903.903815,1716802903.76563,1716802903.9038138,1716802903.775452,1716802903.77583,1716802903.775915,1716802903.817158,1716802903.899727,1716802903.9038131,1716802903.81716,1716802903.899637,1716802903.765632,1716802903.775452,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
273,1716802903.903923,1716802904.0403452,1716802903.903923,1716802904.0403452,1716802903.912678,1716802903.912987,1716802903.913028,1716802903.954679,1716802904.03517,1716802904.040343,1716802903.954682,1716802904.035061,1716802903.903925,1716802903.912678,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
274,1716802904.040464,1716802904.1780522,1716802904.040464,1716802904.178051,1716802904.050178,1716802904.050516,1716802904.050598,1716802904.0915241,1716802904.173255,1716802904.17805,1716802904.0915258,1716802904.1731598,1716802904.040467,1716802904.050178,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
275,1716802904.178165,1716802904.315009,1716802904.178165,1716802904.315008,1716802904.188156,1716802904.1885161,1716802904.1885571,1716802904.2293582,1716802904.309654,1716802904.315007,1716802904.22936,1716802904.309551,1716802904.178167,1716802904.188155,,,,,,,0.234375,0.234375,,,False,0.46875,0.234375
