epoch,start.epoch,end.epoch,start.epoch_calculation,start.discriminator_train,end.discriminator_train,start.generator_train,start.generate_data,end.generate_data,end.generator_train,end.epoch_calculation,start.calc_gradients,end.calc_gradients,absolut_step,mean_d_loss,mean_g_loss,start.train,end.train,start.fid,end.fid,start.is,end.is,fid,is
epoch,start.epoch,end.epoch,start.epoch_calculation,start.discriminator_train,end.discriminator_train,start.generator_train,start.generate_data,end.generate_data,end.generator_train,end.epoch_calculation,start.calc_gradients,end.calc_gradients,absolut_step,mean_d_loss,mean_g_loss,start.train,end.train,start.fid,end.fid,start.is,end.is,fid,is
49,1747365955.5582917,1747365956.5300827,1747365955.5582917,1747365955.6088927,1747365956.4575799,1747365956.4575799,1747365955.5582917,1747365955.6088927,1747365956.5278654,,1747365955.6088927,,49,,,1747365955.5582917,,,,,,,
epoch,start.epoch,end.epoch,start.epoch_calculation,start.discriminator_train,end.discriminator_train,start.generator_train,start.generate_data,end.generate_data,end.generator_train,end.epoch_calculation,start.calc_gradients,end.calc_gradients,absolut_step,mean_d_loss,mean_g_loss,start.train,end.train,start.fid,end.fid,start.is,end.is,fid,is
9,1747366059.1659634,1747366059.6747065,1747366059.1659634,1747366059.2202754,1747366059.6196573,1747366059.6196573,1747366059.1659634,1747366059.2202754,1747366059.6730235,,1747366059.2202754,,9,,,1747366059.1659634,,,,,,,
epoch,start.epoch,end.epoch,start.epoch_calculation,start.discriminator_train,end.discriminator_train,start.generator_train,start.generate_data,end.generate_data,end.generator_train,end.epoch_calculation,start.calc_gradients,end.calc_gradients,absolut_step,mean_d_loss,mean_g_loss,start.train,end.train,start.fid,end.fid,start.is,end.is,fid,is
epoch,start.epoch,end.epoch,start.epoch_calculation,start.discriminator_train,end.discriminator_train,start.generator_train,start.generate_data,end.generate_data,end.generator_train,end.epoch_calculation,start.calc_gradients,end.calc_gradients,absolut_step,mean_d_loss,mean_g_loss,start.train,end.train,start.fid,end.fid,start.is,end.is,fid,is
23,1747366705.4910336,1747366705.5793943,1747366705.4910336,1747366705.5449765,1747366705.559891,1747366705.559891,1747366705.4910336,1747366705.5449765,1747366705.5698206,,1747366705.5449765,,23,,,1747366705.4910336,,,,,,,
24,1747366705.5793943,1747366705.670463,1747366705.5793943,1747366705.635049,1747366705.646753,1747366705.646753,1747366705.5793943,1747366705.635049,1747366705.6569033,,1747366705.635049,,24,,,1747366705.5793943,,,,,,,
25,1747366705.670463,1747366705.7657983,1747366705.670463,1747366705.7347367,1747366705.746279,1747366705.746279,1747366705.6714637,1747366705.7347367,1747366705.7563655,,1747366705.7347367,,25,,,1747366705.670463,,,,,,,
26,1747366705.7657983,1747366705.856435,1747366705.7657983,1747366705.8216946,1747366705.8359003,1747366705.8359003,1747366705.7657983,1747366705.8216946,1747366705.8450468,,1747366705.8216946,,26,,,1747366705.7657983,,,,,,,
27,1747366705.856435,1747366705.9693816,1747366705.856435,1747366705.9308898,1747366705.946967,1747366705.946967,1747366705.856435,1747366705.9298909,1747366705.958383,,1747366705.9298909,,27,,,1747366705.856435,,,,,,,
28,1747366705.9693816,1747366706.0593746,1747366705.9693816,1747366706.0257652,1747366706.037763,1747366706.037763,1747366705.9693816,1747366706.0247622,1747366706.0490332,,1747366706.0247622,,28,,,1747366705.9693816,,,,,,,
29,1747366706.0593746,1747366706.1309988,1747366706.0593746,1747366706.0959392,1747366706.1098893,1747366706.1098893,1747366706.0593746,1747366706.0959392,1747366706.12064,,1747366706.0959392,,29,,,1747366706.0593746,,,,,,,
30,1747366706.1309988,1747366706.2229452,1747366706.1309988,1747366706.1892412,1747366706.2025554,1747366706.2025554,1747366706.1309988,1747366706.1892412,1747366706.2129354,,1747366706.1892412,,30,,,1747366706.1309988,,,,,,,
31,1747366706.2229452,1747366706.306855,1747366706.2229452,1747366706.27725,1747366706.2892506,1747366706.2892506,1747366706.2229452,1747366706.27725,1747366706.2980723,,1747366706.27725,,31,,,1747366706.2229452,,,,,,,
32,1747366706.306855,1747366706.3880022,1747366706.306855,1747366706.3573747,1747366706.3689747,1747366706.3689747,1747366706.306855,1747366706.3573747,1747366706.3782952,,1747366706.3573747,,32,,,1747366706.306855,,,,,,,
33,1747366706.3880022,1747366706.4759068,1747366706.3880022,1747366706.4435024,1747366706.4537568,1747366706.4537568,1747366706.3880022,1747366706.4435024,1747366706.4636557,,1747366706.4435024,,33,,,1747366706.3880022,,,,,,,
34,1747366706.4759068,1747366706.5734627,1747366706.4759068,1747366706.5349107,1747366706.5510044,1747366706.5510044,1747366706.4759068,1747366706.5349107,1747366706.561551,,1747366706.5349107,,34,,,1747366706.4759068,,,,,,,
35,1747366706.5734627,1747366706.6636462,1747366706.5734627,1747366706.6319675,1747366706.644421,1747366706.644421,1747366706.5734627,1747366706.6319675,1747366706.6539762,,1747366706.6319675,,35,,,1747366706.5734627,,,,,,,
