epoch,start.epoch,end.epoch,start.calc_gradients,end.calc_gradients,start.recv_data,end.recv_data,start.send,end.send,start.swap_recv_instruction,end.swap_recv_instruction,start.load_state_dict,end.load_state_dict,start.swap_recv,end.swap_recv,start.swap_send,end.swap_send,swap_with,mean_d_loss,size.model,size.sent,size.recv
268,1716802903.1292129,1716802903.2650812,1716802903.225461,1716802903.253218,1716802903.1302001,1716802903.225458,1716802903.253218,1716802903.26508,,,,,,,,,,2.0054845809936523,2.5332183837890625,0.1171875,0.234375
269,1716802903.2651541,1716802903.404761,1716802903.363561,1716802903.3918452,1716802903.266094,1716802903.3635578,1716802903.3918452,1716802903.4047601,,,,,,,,,,1.626655101776123,2.5332183837890625,0.1171875,0.234375
270,1716802903.404819,1716802903.540107,1716802903.4984698,1716802903.527667,1716802903.4057841,1716802903.498466,1716802903.527667,1716802903.5401049,,,,,,,,,,1.695919156074524,2.5332183837890625,0.1171875,0.234375
271,1716802903.5402172,1716802903.679488,1716802903.63851,1716802903.6667361,1716802903.54111,1716802903.638507,1716802903.6667361,1716802903.679487,,,,,,,,,,1.3910095691680908,2.5332183837890625,0.1171875,0.234375
272,1716802903.679594,1716802903.816221,1716802903.7759411,1716802903.8034601,1716802903.6804879,1716802903.775938,1716802903.8034601,1716802903.8162189,,,,,,,,,,1.5365819931030273,2.5332183837890625,0.1171875,0.234375
273,1716802903.8163269,1716802903.9545448,1716802903.9132211,1716802903.941227,1716802903.817214,1716802903.913218,1716802903.941227,1716802903.954544,,,,,,,,,,0.8129869699478149,2.5332183837890625,0.1171875,0.234375
274,1716802903.954644,1716802904.091398,1716802904.050699,1716802904.079755,1716802903.95571,1716802904.050695,1716802904.079755,1716802904.091397,,,,,,,,,,1.408537745475769,2.5332183837890625,0.1171875,0.234375
275,1716802904.091468,1716802904.2292402,1716802904.1886258,1716802904.215913,1716802904.092417,1716802904.188622,1716802904.215913,1716802904.229239,,,,,,,,,,0.9581664800643921,2.5332183837890625,0.1171875,0.234375
276,1716802904.229346,1716802904.367224,1716802904.3252978,1716802904.353586,1716802904.230429,1716802904.325294,1716802904.353586,1716802904.367223,,,,,,,,,,1.5002398490905762,2.5332183837890625,0.1171875,0.234375
277,1716802904.367281,1716802904.5028522,1716802904.461534,1716802904.489579,1716802904.3682518,1716802904.461531,1716802904.489579,1716802904.5028522,,,,,,,,,,1.8844854831695557,2.5332183837890625,0.1171875,0.234375
278,1716802904.502916,1716802904.654506,1716802904.614141,1716802904.641314,1716802904.503855,1716802904.6141372,1716802904.641314,1716802904.654505,,,,,,,,,,1.2205512523651123,2.5332183837890625,0.1171875,0.234375
279,1716802904.654628,1716802904.788901,1716802904.748697,1716802904.776358,1716802904.655712,1716802904.748693,1716802904.7763588,1716802904.7889001,,,,,,,,,,1.5063529014587402,2.5332183837890625,0.1171875,0.234375
280,1716802904.788975,1716802904.933136,1716802904.8827379,1716802904.917405,1716802904.7900548,1716802904.882732,1716802904.917405,1716802904.933135,,,,,,,,,,1.3947746753692627,2.5332183837890625,0.1171875,0.234375
281,1716802904.9332302,1716802905.064142,1716802905.024045,1716802905.0517771,1716802904.934412,1716802905.024041,1716802905.0517771,1716802905.064141,,,,,,,,,,1.106752872467041,2.5332183837890625,0.1171875,0.234375
282,1716802905.064203,1716802905.201922,1716802905.162614,1716802905.189246,1716802905.065172,1716802905.162611,1716802905.189246,1716802905.201922,,,,,,,,,,0.8594671487808228,2.5332183837890625,0.1171875,0.234375
283,1716802905.201986,1716802905.3434749,1716802905.3002062,1716802905.3308458,1716802905.203111,1716802905.300203,1716802905.3308458,1716802905.343474,,,,,,,,,,1.4622271060943604,2.5332183837890625,0.1171875,0.234375
284,1716802905.343584,1716802905.4776561,1716802905.4396532,1716802905.4660769,1716802905.344536,1716802905.439649,1716802905.466078,1716802905.477655,,,,,,,,,,1.1443660259246826,2.5332183837890625,0.1171875,0.234375
285,1716802905.47773,1716802905.612009,1716802905.572396,1716802905.600076,1716802905.478715,1716802905.572393,1716802905.600076,1716802905.612009,,,,,,,,,,1.5877587795257568,2.5332183837890625,0.1171875,0.234375
286,1716802905.6120808,1716802905.748755,1716802905.707818,1716802905.736528,1716802905.613087,1716802905.707815,1716802905.736528,1716802905.748754,,,,,,,,,,1.2407875061035156,2.5332183837890625,0.1171875,0.234375
287,1716802905.748864,1716802905.888414,1716802905.847928,1716802905.874914,1716802905.74975,1716802905.847926,1716802905.874914,1716802905.888412,,,,,,,,,,1.3150575160980225,2.5332183837890625,0.1171875,0.234375
288,1716802905.888522,1716802906.074392,1716802906.031994,1716802906.060752,1716802905.88949,1716802906.031989,1716802906.060752,1716802906.0743911,,,,,,,,,,1.184743046760559,2.5332183837890625,0.1171875,0.234375
289,1716802906.074506,1716802906.2099872,1716802906.1703439,1716802906.197091,1716802906.0756412,1716802906.170342,1716802906.197091,1716802906.209986,,,,,,,,,,0.9555493593215942,2.5332183837890625,0.1171875,0.234375
290,1716802906.2101,1716802906.348738,1716802906.308085,1716802906.335791,1716802906.210968,1716802906.3080819,1716802906.335791,1716802906.348738,,,,,,,,,,1.2157790660858154,2.5332183837890625,0.1171875,0.234375
291,1716802906.348802,1716802906.487805,1716802906.44673,1716802906.475105,1716802906.349764,1716802906.4467258,1716802906.475105,1716802906.487804,,,,,,,,,,1.2169559001922607,2.5332183837890625,0.1171875,0.234375
292,1716802906.487864,1716802906.625421,1716802906.585519,1716802906.613905,1716802906.488916,1716802906.585515,1716802906.613905,1716802906.62542,,,,,,,,,,1.2571202516555786,2.5332183837890625,0.1171875,0.234375
293,1716802906.6255271,1716802906.761266,1716802906.721455,1716802906.7480052,1716802906.6266088,1716802906.721452,1716802906.7480052,1716802906.7612648,,,,,,,,,,1.6168599128723145,2.5332183837890625,0.1171875,0.234375
294,1716802906.761333,1716802906.9011252,1716802906.8605142,1716802906.888043,1716802906.762332,1716802906.860511,1716802906.888043,1716802906.901124,,,,,,,,,,1.300750494003296,2.5332183837890625,0.1171875,0.234375
295,1716802906.9011981,1716802907.055524,1716802907.014378,1716802907.0429409,1716802906.902399,1716802907.014375,1716802907.0429409,1716802907.0555232,,,,,,,,,,1.1382672786712646,2.5332183837890625,0.1171875,0.234375
296,1716802907.055637,1716802907.187754,1716802907.1489909,1716802907.1759,1716802907.056708,1716802907.148988,1716802907.1759,1716802907.187752,,,,,,,,,,1.1116973161697388,2.5332183837890625,0.1171875,0.234375
297,1716802907.187861,1716802907.327403,1716802907.287715,1716802907.315386,1716802907.188823,1716802907.287711,1716802907.315386,1716802907.327403,,,,,,,,,,0.9176713824272156,2.5332183837890625,0.1171875,0.234375
298,1716802907.327471,1716802907.462719,1716802907.422633,1716802907.449771,1716802907.328492,1716802907.4226298,1716802907.449771,1716802907.462718,,,,,,,,,,1.5111632347106934,2.5332183837890625,0.1171875,0.234375
299,1716802907.462774,1716802907.598528,1716802907.560796,1716802907.5874538,1716802907.4636958,1716802907.56079,1716802907.5874538,1716802907.598526,,,,,,,,,,1.425066351890564,2.5332183837890625,0.1171875,0.234375
300,1716802907.598644,1716802907.740236,1716802907.69979,1716802907.728283,1716802907.5995672,1716802907.699787,1716802907.728283,1716802907.740235,,,,,,,,,,1.445746660232544,2.5332183837890625,0.1171875,0.234375
301,1716802907.740344,1716802911.2155929,1716802911.152544,1716802911.202488,1716802907.741225,1716802911.1525362,1716802911.2024891,1716802911.215591,,,,,,,,,,1.0308704376220703,2.5332183837890625,0.1171875,0.234375
302,1716802911.215708,1716802911.3492212,1716802911.307503,1716802911.337153,1716802911.216662,1716802911.3075001,1716802911.337153,1716802911.3492212,,,,,,,,,,1.1440494060516357,2.5332183837890625,0.1171875,0.234375
303,1716802911.3492732,1716802911.4881659,1716802911.441304,1716802911.4707808,1716802911.351369,1716802911.441301,1716802911.4707808,1716802911.4881651,,,,,,,,,,1.3161081075668335,2.5332183837890625,0.1171875,0.234375
304,1716802911.488223,1716802911.6161768,1716802911.578329,1716802911.605008,1716802911.489185,1716802911.578326,1716802911.605008,1716802911.6161761,,,,,,,,,,0.9151594638824463,2.5332183837890625,0.1171875,0.234375
305,1716802911.616276,1716802911.7468202,1716802911.704968,1716802911.734339,1716802911.617235,1716802911.704965,1716802911.7343402,1716802911.746819,,,,,,,,,,1.1463794708251953,2.5332183837890625,0.1171875,0.234375
306,1716802911.7468731,1716802911.8705568,1716802911.831706,1716802911.857908,1716802911.747863,1716802911.831703,1716802911.857908,1716802911.870555,,,,,,,,,,1.369198203086853,2.5332183837890625,0.1171875,0.234375
307,1716802911.8706691,1716802911.994635,1716802911.955189,1716802911.9822452,1716802911.871597,1716802911.955186,1716802911.9822452,1716802911.994635,,,,,,,,,,1.1337224245071411,2.5332183837890625,0.1171875,0.234375
308,1716802911.994729,1716802912.115158,1716802912.077972,1716802912.103295,1716802911.995573,1716802912.0779688,1716802912.103295,1716802912.115157,,,,,,,,,,1.257638692855835,2.5332183837890625,0.1171875,0.234375
309,1716802912.115263,1716802912.239729,1716802912.201333,1716802912.228096,1716802912.116262,1716802912.201328,1716802912.228096,1716802912.2397282,,,,,,,,,,1.3309768438339233,2.5332183837890625,0.1171875,0.234375
310,1716802912.239833,1716802912.366847,1716802912.3263931,1716802912.3543649,1716802912.2406888,1716802912.326389,1716802912.3543649,1716802912.3668458,,,,,,,,,,1.6884644031524658,2.5332183837890625,0.1171875,0.234375
311,1716802912.366963,1716802912.4916852,1716802912.4517708,1716802912.4800158,1716802912.3680582,1716802912.451767,1716802912.480017,1716802912.4916842,,,,,,,,,,1.3936958312988281,2.5332183837890625,0.1171875,0.234375
312,1716802912.491773,1716802912.617277,1716802912.5773492,1716802912.604416,1716802912.492694,1716802912.577344,1716802912.604416,1716802912.617276,,,,,,,,,,1.0108518600463867,2.5332183837890625,0.1171875,0.234375
313,1716802912.6173398,1716802912.746471,1716802912.704892,1716802912.7327921,1716802912.6182468,1716802912.704889,1716802912.732793,1716802912.74647,,,,,,,,,,0.9733796715736389,2.5332183837890625,0.1171875,0.234375
314,1716802912.746571,1716802912.874145,1716802912.831857,1716802912.862061,1716802912.747606,1716802912.831854,1716802912.862061,1716802912.874144,,,,,,,,,,0.792815089225769,2.5332183837890625,0.1171875,0.234375
315,1716802912.87423,1716802913.03425,1716802912.958555,1716802912.9851909,1716802912.875099,1716802912.9585521,1716802912.9851909,1716802913.0342479,,,,,,,,,,1.8273768424987793,2.5332183837890625,0.1171875,0.234375
316,1716802913.034362,1716802913.164495,1716802913.121968,1716802913.1533031,1716802913.035337,1716802913.1219652,1716802913.1533031,1716802913.164494,,,,,,,,,,1.2477262020111084,2.5332183837890625,0.1171875,0.234375
317,1716802913.164607,1716802913.2916028,1716802913.251126,1716802913.278923,1716802913.165578,1716802913.251122,1716802913.278923,1716802913.291602,,,,,,,,,,1.408789038658142,2.5332183837890625,0.1171875,0.234375
318,1716802913.291702,1716802913.417056,1716802913.37785,1716802913.404692,1716802913.292651,1716802913.377846,1716802913.404692,1716802913.417055,,,,,,,,,,1.2328734397888184,2.5332183837890625,0.1171875,0.234375
319,1716802913.417155,1716802913.545355,1716802913.504372,1716802913.533257,1716802913.4180539,1716802913.5043688,1716802913.533258,1716802913.545353,,,,,,,,,,0.8772255182266235,2.5332183837890625,0.1171875,0.234375
320,1716802913.545463,1716802913.6720629,1716802913.632,1716802913.6601212,1716802913.546334,1716802913.6319969,1716802913.6601212,1716802913.672062,,,,,,,,,,0.9352638721466064,2.5332183837890625,0.1171875,0.234375
321,1716802913.6721148,1716802913.799249,1716802913.758345,1716802913.786481,1716802913.6730728,1716802913.7583418,1716802913.786481,1716802913.799248,,,,,,,,,,1.0216267108917236,2.5332183837890625,0.1171875,0.234375
322,1716802913.799317,1716802913.9277,1716802913.887666,1716802913.9159338,1716802913.800331,1716802913.8876622,1716802913.9159338,1716802913.9276989,,,,,,,,,,1.0971171855926514,2.5332183837890625,0.1171875,0.234375
323,1716802913.9277718,1716802914.057495,1716802914.015627,1716802914.044749,1716802913.92876,1716802914.0156229,1716802914.04475,1716802914.057495,,,,,,,,,,1.0544201135635376,2.5332183837890625,0.1171875,0.234375
324,1716802914.0575511,1716802914.190485,1716802914.143879,1716802914.178656,1716802914.058499,1716802914.143876,1716802914.178656,1716802914.1904829,,,,,,,,,,0.9831000566482544,2.5332183837890625,0.1171875,0.234375
325,1716802914.1906009,1716802914.3179982,1716802914.275797,1716802914.3068001,1716802914.191642,1716802914.2757928,1716802914.3068001,1716802914.317996,,,,,,,,,,1.316742181777954,2.5332183837890625,0.1171875,0.234375
326,1716802914.318101,1716802914.442834,1716802914.404182,1716802914.431998,1716802914.3190138,1716802914.4041789,1716802914.431998,1716802914.442833,,,,,,,,,,1.269033432006836,2.5332183837890625,0.1171875,0.234375
327,1716802914.442948,1716802914.574836,1716802914.532968,1716802914.561067,1716802914.4441211,1716802914.5329652,1716802914.561067,1716802914.574835,,,,,,,,,,0.9733825922012329,2.5332183837890625,0.1171875,0.234375
328,1716802914.574948,1716802914.707031,1716802914.6688352,1716802914.695812,1716802914.575943,1716802914.668832,1716802914.6958132,1716802914.70703,,,,,,,,,,1.0461329221725464,2.5332183837890625,0.1171875,0.234375
329,1716802914.7070909,1716802914.836689,1716802914.7965262,1716802914.8244228,1716802914.708117,1716802914.796522,1716802914.8244228,1716802914.8366878,,,,,,,,,,1.0210888385772705,2.5332183837890625,0.1171875,0.234375
330,1716802914.836797,1716802914.960661,1716802914.922443,1716802914.9486668,1716802914.8377259,1716802914.9224389,1716802914.9486668,1716802914.960659,,,,,,,,,,1.1427782773971558,2.5332183837890625,0.1171875,0.234375
331,1716802914.960769,1716802915.089024,1716802915.0489469,1716802915.0768409,1716802914.961678,1716802915.0489442,1716802915.0768409,1716802915.0890229,,,,,,,,,,1.1576091051101685,2.5332183837890625,0.1171875,0.234375
332,1716802915.089088,1716802915.220889,1716802915.1772192,1716802915.2083929,1716802915.090035,1716802915.1772149,1716802915.2083929,1716802915.220887,,,,,,,,,,1.3023860454559326,2.5332183837890625,0.1171875,0.234375
333,1716802915.2212422,1716802915.34818,1716802915.3095338,1716802915.3363452,1716802915.222222,1716802915.30953,1716802915.3363452,1716802915.3481789,,,,,,,,,,1.0707240104675293,2.5332183837890625,0.1171875,0.234375
334,1716802915.348254,1716802915.476607,1716802915.437075,1716802915.464601,1716802915.3492322,1716802915.437061,1716802915.464601,1716802915.476605,,,,,,,,,,1.3107266426086426,2.5332183837890625,0.1171875,0.234375
335,1716802915.4767182,1716802915.600001,1716802915.562531,1716802915.588595,1716802915.4777029,1716802915.562528,1716802915.588595,1716802915.6,,,,,,,,,,1.189921259880066,2.5332183837890625,0.1171875,0.234375
336,1716802915.6000729,1716802915.732524,1716802915.691627,1716802915.72007,1716802915.6011178,1716802915.691623,1716802915.72007,1716802915.732523,,,,,,,,,,1.034883737564087,2.5332183837890625,0.1171875,0.234375
337,1716802915.73264,1716802915.860214,1716802915.820631,1716802915.8472881,1716802915.733622,1716802915.820626,1716802915.8472881,1716802915.860213,,,,,,,,,,0.9737202525138855,2.5332183837890625,0.1171875,0.234375
338,1716802915.86048,1716802915.997327,1716802915.94717,1716802915.982862,1716802915.861398,1716802915.947167,1716802915.982862,1716802915.997327,,,,,,,,,,1.1667406558990479,2.5332183837890625,0.1171875,0.234375
339,1716802915.9973829,1716802916.124938,1716802916.083648,1716802916.113716,1716802915.998324,1716802916.083644,1716802916.113716,1716802916.124937,,,,,,,,,,1.1000311374664307,2.5332183837890625,0.1171875,0.234375
340,1716802916.1250439,1716802916.259089,1716802916.2190871,1716802916.246773,1716802916.126058,1716802916.219085,1716802916.246773,1716802916.2590878,,,,,,,,,,1.3498567342758179,2.5332183837890625,0.1171875,0.234375
341,1716802916.25919,1716802916.381645,1716802916.340748,1716802916.3695931,1716802916.260111,1716802916.340744,1716802916.3695931,1716802916.381644,,,,,,,,,,1.2743395566940308,2.5332183837890625,0.1171875,0.234375
342,1716802916.3817348,1716802916.509071,1716802916.467909,1716802916.496383,1716802916.38257,1716802916.467906,1716802916.496383,1716802916.509071,,,,,,,,,,1.2084078788757324,2.5332183837890625,0.1171875,0.234375
343,1716802916.509126,1716802916.631718,1716802916.5930948,1716802916.619555,1716802916.510057,1716802916.5930922,1716802916.6195562,1716802916.6317172,,,,,,,,,,1.2803847789764404,2.5332183837890625,0.1171875,0.234375
344,1716802916.6317818,1716802916.756777,1716802916.717403,1716802916.7454069,1716802916.632786,1716802916.7174,1716802916.7454069,1716802916.756777,,,,,,,,,,1.2825093269348145,2.5332183837890625,0.1171875,0.234375
345,1716802916.7568588,1716802916.886951,1716802916.846503,1716802916.874492,1716802916.757851,1716802916.8465002,1716802916.874492,1716802916.8869498,,,,,,,,,,1.2758809328079224,2.5332183837890625,0.1171875,0.234375
346,1716802916.8870668,1716802917.0133839,1716802916.9713511,1716802916.999657,1716802916.888,1716802916.971348,1716802916.999657,1716802917.013383,,,,,,,,,,1.3543920516967773,2.5332183837890625,0.1171875,0.234375
347,1716802917.0134861,1716802917.166501,1716802917.099205,1716802917.125015,1716802917.014373,1716802917.0992022,1716802917.125015,1716802917.1665,,,,,,,,,,1.3143880367279053,2.5332183837890625,0.1171875,0.234375
348,1716802917.1665668,1716802917.312278,1716802917.2711098,1716802917.299573,1716802917.168031,1716802917.271107,1716802917.299573,1716802917.312277,,,,,,,,,,1.6742608547210693,2.5332183837890625,0.1171875,0.234375
349,1716802917.312331,1716802917.439921,1716802917.3994722,1716802917.426868,1716802917.313399,1716802917.399467,1716802917.426868,1716802917.4399202,,,,,,,,,,0.9301540851593018,2.5332183837890625,0.1171875,0.234375
350,1716802917.439981,1716802917.564853,1716802917.525644,1716802917.552494,1716802917.4410188,1716802917.525641,1716802917.552495,1716802917.564852,,,,,,,,,,1.0023424625396729,2.5332183837890625,0.1171875,0.234375
351,1716802917.564914,1716802917.688573,1716802917.650597,1716802917.677365,1716802917.5659919,1716802917.6505952,1716802917.677366,1716802917.688572,,,,,,,,,,0.938539981842041,2.5332183837890625,0.1171875,0.234375
352,1716802917.6886332,1716802917.812296,1716802917.773026,1716802917.7998688,1716802917.689604,1716802917.773023,1716802917.79987,1716802917.812295,,,,,,,,,,1.5107502937316895,2.5332183837890625,0.1171875,0.234375
353,1716802917.81236,1716802917.936893,1716802917.897525,1716802917.923883,1716802917.813316,1716802917.8975208,1716802917.923883,1716802917.936893,,,,,,,,,,1.3091245889663696,2.5332183837890625,0.1171875,0.234375
354,1716802917.936963,1716802918.0659342,1716802918.025366,1716802918.053628,1716802917.938057,1716802918.025363,1716802918.053628,1716802918.065933,,,,,,,,,,1.1647342443466187,2.5332183837890625,0.1171875,0.234375
355,1716802918.065999,1716802918.191203,1716802918.151231,1716802918.178897,1716802918.066941,1716802918.151228,1716802918.178897,1716802918.1912022,,,,,,,,,,1.42769455909729,2.5332183837890625,0.1171875,0.234375
356,1716802918.1912892,1716802918.315444,1716802918.275043,1716802918.3042638,1716802918.192152,1716802918.275039,1716802918.3042638,1716802918.315443,,,,,,,,,,1.1045823097229004,2.5332183837890625,0.1171875,0.234375
357,1716802918.31552,1716802918.441175,1716802918.4029188,1716802918.429582,1716802918.3165069,1716802918.4029162,1716802918.429582,1716802918.441173,,,,,,,,,,0.872887372970581,2.5332183837890625,0.1171875,0.234375
358,1716802918.44137,1716802918.57108,1716802918.529558,1716802918.5584252,1716802918.442359,1716802918.5295548,1716802918.5584252,1716802918.5710778,,,,,,,,,,1.1901512145996094,2.5332183837890625,0.1171875,0.234375
359,1716802918.5711858,1716802918.693917,1716802918.654974,1716802918.681142,1716802918.572221,1716802918.654971,1716802918.681142,1716802918.6939158,,,,,,,,,,1.0580987930297852,2.5332183837890625,0.1171875,0.234375
360,1716802918.694027,1716802918.825759,1716802918.7841358,1716802918.8119402,1716802918.694943,1716802918.784132,1716802918.8119402,1716802918.825758,,,,,,,,,,1.3530731201171875,2.5332183837890625,0.1171875,0.234375
361,1716802918.8258681,1716802918.951761,1716802918.910112,1716802918.938487,1716802918.826794,1716802918.910109,1716802918.938487,1716802918.9517598,,,,,,,,,,1.3156237602233887,2.5332183837890625,0.1171875,0.234375
362,1716802918.95187,1716802919.078033,1716802919.037194,1716802919.0652301,1716802918.952807,1716802919.037191,1716802919.0652301,1716802919.0780318,,,,,,,,,,1.0802340507507324,2.5332183837890625,0.1171875,0.234375
363,1716802919.078123,1716802919.203348,1716802919.164808,1716802919.1913579,1716802919.0789812,1716802919.164804,1716802919.1913579,1716802919.203348,,,,,,,,,,1.0938034057617188,2.5332183837890625,0.1171875,0.234375
364,1716802919.20342,1716802919.3409238,1716802919.301434,1716802919.328866,1716802919.2044108,1716802919.30143,1716802919.328866,1716802919.3409228,,,,,,,,,,1.0762035846710205,2.5332183837890625,0.1171875,0.234375
365,1716802919.3410282,1716802919.464438,1716802919.425963,1716802919.4526021,1716802919.342082,1716802919.4259598,1716802919.4526021,1716802919.464438,,,,,,,,,,0.6733732223510742,2.5332183837890625,0.1171875,0.234375
366,1716802919.464504,1716802919.5928352,1716802919.5541499,1716802919.58005,1716802919.465569,1716802919.554146,1716802919.58005,1716802919.592834,,,,,,,,,,0.9759153723716736,2.5332183837890625,0.1171875,0.234375
367,1716802919.592941,1716802919.720864,1716802919.680233,1716802919.708687,1716802919.593827,1716802919.68023,1716802919.708687,1716802919.720864,,,,,,,,,,0.8663474917411804,2.5332183837890625,0.1171875,0.234375
368,1716802919.7209542,1716802919.847007,1716802919.805654,1716802919.835095,1716802919.7218041,1716802919.805651,1716802919.8350961,1716802919.8470058,,,,,,,,,,1.1712738275527954,2.5332183837890625,0.1171875,0.234375
369,1716802919.847122,1716802919.974974,1716802919.932937,1716802919.961798,1716802919.8481221,1716802919.9329338,1716802919.961799,1716802919.974974,,,,,,,,,,0.882045328617096,2.5332183837890625,0.1171875,0.234375
370,1716802919.975093,1716802920.097365,1716802920.059152,1716802920.085163,1716802919.976087,1716802920.059149,1716802920.085163,1716802920.097364,,,,,,,,,,1.223561406135559,2.5332183837890625,0.1171875,0.234375
371,1716802920.0974379,1716802920.224938,1716802920.183688,1716802920.211639,1716802920.098424,1716802920.183685,1716802920.211639,1716802920.224937,,,,,,,,,,0.6263867616653442,2.5332183837890625,0.1171875,0.234375
372,1716802920.225004,1716802920.353018,1716802920.312696,1716802920.340071,1716802920.225905,1716802920.312692,1716802920.340071,1716802920.353017,,,,,,,,,,0.9567279815673828,2.5332183837890625,0.1171875,0.234375
373,1716802920.353088,1716802920.477772,1716802920.4376802,1716802920.465796,1716802920.354133,1716802920.4376771,1716802920.4657972,1716802920.477771,,,,,,,,,,1.3841755390167236,2.5332183837890625,0.1171875,0.234375
374,1716802920.477834,1716802920.6074991,1716802920.566779,1716802920.59519,1716802920.47892,1716802920.566776,1716802920.595191,1716802920.607498,,,,,,,,,,1.0021357536315918,2.5332183837890625,0.1171875,0.234375
375,1716802920.607556,1716802920.7320719,1716802920.6920562,1716802920.7193751,1716802920.608439,1716802920.692052,1716802920.7193751,1716802920.732071,,,,,,,,,,0.9741920232772827,2.5332183837890625,0.1171875,0.234375
376,1716802920.7321348,1716802920.8577778,1716802920.819962,1716802920.8459158,1716802920.7331252,1716802920.819959,1716802920.845917,1716802920.8577769,,,,,,,,,,1.1685526371002197,2.5332183837890625,0.1171875,0.234375
377,1716802920.85785,1716802920.99173,1716802920.945313,1716802920.9740229,1716802920.8588328,1716802920.9453099,1716802920.9740238,1716802920.9917288,,,,,,,,,,1.0920747518539429,2.5332183837890625,0.1171875,0.234375
378,1716802920.991793,1716802921.123571,1716802921.081121,1716802921.1103628,1716802920.992852,1716802921.0811179,1716802921.1103628,1716802921.12357,,,,,,,,,,0.9413145780563354,2.5332183837890625,0.1171875,0.234375
379,1716802921.123668,1716802921.244083,1716802921.205539,1716802921.232536,1716802921.124714,1716802921.205536,1716802921.232537,1716802921.244082,,,,,,,,,,0.9929192662239075,2.5332183837890625,0.1171875,0.234375
380,1716802921.24419,1716802921.376145,1716802921.3351989,1716802921.3628721,1716802921.245064,1716802921.335196,1716802921.3628721,1716802921.376144,,,,,,,,,,0.5064333081245422,2.5332183837890625,0.1171875,0.234375
381,1716802921.376222,1716802921.5002959,1716802921.461018,1716802921.487481,1716802921.377392,1716802921.461014,1716802921.487481,1716802921.5002959,,,,,,,,,,1.0744915008544922,2.5332183837890625,0.1171875,0.234375
382,1716802921.500366,1716802921.628323,1716802921.587795,1716802921.615565,1716802921.501367,1716802921.587792,1716802921.615566,1716802921.6283221,,,,,,,,,,0.6117292642593384,2.5332183837890625,0.1171875,0.234375
383,1716802921.628387,1716802921.753653,1716802921.712967,1716802921.741246,1716802921.6294122,1716802921.712964,1716802921.741246,1716802921.7536519,,,,,,,,,,0.8733512163162231,2.5332183837890625,0.1171875,0.234375
384,1716802921.7537432,1716802921.907138,1716802921.837755,1716802921.8637598,1716802921.754624,1716802921.837752,1716802921.863761,1716802921.907137,,,,,,,,,,0.7806457877159119,2.5332183837890625,0.1171875,0.234375
385,1716802921.907247,1716802922.04299,1716802922.003434,1716802922.030288,1716802921.908234,1716802922.0034308,1716802922.030288,1716802922.042988,,,,,,,,,,0.8278509974479675,2.5332183837890625,0.1171875,0.234375
386,1716802922.0430999,1716802922.171933,1716802922.128257,1716802922.157551,1716802922.0440152,1716802922.128253,1716802922.157551,1716802922.171932,,,,,,,,,,0.6635334491729736,2.5332183837890625,0.1171875,0.234375
387,1716802922.172041,1716802922.299138,1716802922.259299,1716802922.284937,1716802922.172983,1716802922.259296,1716802922.284937,1716802922.299137,,,,,,,,,,1.4478397369384766,2.5332183837890625,0.1171875,0.234375
388,1716802922.299202,1716802922.425982,1716802922.383944,1716802922.41271,1716802922.3000581,1716802922.38394,1716802922.41271,1716802922.425981,,,,,,,,,,1.0350137948989868,2.5332183837890625,0.1171875,0.234375
389,1716802922.4260402,1716802922.552885,1716802922.51229,1716802922.540763,1716802922.4270122,1716802922.512286,1716802922.540763,1716802922.5528839,,,,,,,,,,1.210165023803711,2.5332183837890625,0.1171875,0.234375
390,1716802922.5529852,1716802922.678886,1716802922.639095,1716802922.666812,1716802922.5539389,1716802922.639091,1716802922.666812,1716802922.6788852,,,,,,,,,,1.1439175605773926,2.5332183837890625,0.1171875,0.234375
391,1716802922.678996,1716802922.807081,1716802922.768239,1716802922.7945652,1716802922.679971,1716802922.768236,1716802922.7945652,1716802922.80708,,,,,,,,,,0.9001078605651855,2.5332183837890625,0.1171875,0.234375
392,1716802922.807182,1716802922.932422,1716802922.894091,1716802922.920424,1716802922.808089,1716802922.8940868,1716802922.920424,1716802922.932422,,,,,,,,,,0.8314905762672424,2.5332183837890625,0.1171875,0.234375
393,1716802922.932493,1716802923.058868,1716802923.019465,1716802923.04637,1716802922.933624,1716802923.0194619,1716802923.04637,1716802923.058867,,,,,,,,,,0.6525002121925354,2.5332183837890625,0.1171875,0.234375
394,1716802923.058938,1716802923.184383,1716802923.143671,1716802923.17237,1716802923.059856,1716802923.143668,1716802923.17237,1716802923.184382,,,,,,,,,,0.8562009930610657,2.5332183837890625,0.1171875,0.234375
395,1716802923.184455,1716802923.31118,1716802923.2691278,1716802923.299187,1716802923.185552,1716802923.2691252,1716802923.299188,1716802923.311179,,,,,,,,,,0.5419321060180664,2.5332183837890625,0.1171875,0.234375
396,1716802923.311232,1716802923.448143,1716802923.4071722,1716802923.4353762,1716802923.312129,1716802923.407168,1716802923.4353762,1716802923.448142,,,,,,,,,,0.657492458820343,2.5332183837890625,0.1171875,0.234375
397,1716802923.448214,1716802923.576185,1716802923.535004,1716802923.563794,1716802923.449218,1716802923.535001,1716802923.563794,1716802923.576184,,,,,,,,,,0.8479525446891785,2.5332183837890625,0.1171875,0.234375
