epoch,start.epoch,end.epoch,start.calc_gradients,end.calc_gradients,start.recv_data,end.recv_data,start.send,end.send,start.swap_recv_instruction,end.swap_recv_instruction,start.load_state_dict,end.load_state_dict,start.swap_recv,end.swap_recv,start.swap_send,end.swap_send,swap_with,mean_d_loss,size.model,size.sent,size.recv
53,1716802870.9871528,1716802871.15875,1716802871.113945,1716802871.145927,1716802870.9881349,1716802871.113941,1716802871.145927,1716802871.1587489,,,,,,,,,,0.2064412534236908,2.5332183837890625,0.1171875,0.234375
54,1716802871.158844,1716802871.3124192,1716802871.27002,1716802871.299534,1716802871.160036,1716802871.270016,1716802871.299534,1716802871.312418,,,,,,,,,,0.3893468976020813,2.5332183837890625,0.1171875,0.234375
55,1716802871.312484,1716802871.462435,1716802871.421033,1716802871.449655,1716802871.313556,1716802871.4210298,1716802871.449655,1716802871.462435,,,,,,,,,,0.2508752942085266,2.5332183837890625,0.1171875,0.234375
56,1716802871.462495,1716802871.5988228,1716802871.558188,1716802871.585601,1716802871.463986,1716802871.5581849,1716802871.585601,1716802871.5988219,,,,,,,,,,0.28856098651885986,2.5332183837890625,0.1171875,0.234375
57,1716802871.5988832,1716802871.759277,1716802871.714366,1716802871.746062,1716802871.6000571,1716802871.7143621,1716802871.746062,1716802871.759276,,,,,,,,,,0.346525639295578,2.5332183837890625,0.1171875,0.234375
58,1716802871.759369,1716802871.9012108,1716802871.8611572,1716802871.888153,1716802871.760654,1716802871.8611531,1716802871.888153,1716802871.9012108,,,,,,,,,,0.2630413770675659,2.5332183837890625,0.1171875,0.234375
59,1716802871.901273,1716802872.042551,1716802872.0025768,1716802872.030071,1716802871.902348,1716802872.002573,1716802872.030072,1716802872.04255,,,,,,,,,,0.20773771405220032,2.5332183837890625,0.1171875,0.234375
60,1716802872.042617,1716802872.195613,1716802872.154958,1716802872.1827462,1716802872.043812,1716802872.154954,1716802872.1827462,1716802872.195612,,,,,,,,,,0.48950278759002686,2.5332183837890625,0.1171875,0.234375
61,1716802872.195678,1716802872.335702,1716802872.294538,1716802872.323195,1716802872.1966221,1716802872.294534,1716802872.323195,1716802872.335701,,,,,,,,,,0.29335808753967285,2.5332183837890625,0.1171875,0.234375
62,1716802872.335764,1716802872.479785,1716802872.437602,1716802872.4672341,1716802872.336778,1716802872.437598,1716802872.467235,1716802872.479784,,,,,,,,,,0.6035330891609192,2.5332183837890625,0.1171875,0.234375
63,1716802872.479848,1716802872.649896,1716802872.612149,1716802872.638731,1716802872.4808,1716802872.612145,1716802872.638731,1716802872.649896,,,,,,,,,,0.15831241011619568,2.5332183837890625,0.1171875,0.234375
64,1716802872.649964,1716802872.789036,1716802872.746277,1716802872.775371,1716802872.650965,1716802872.746272,1716802872.775372,1716802872.789035,,,,,,,,,,0.2483368068933487,2.5332183837890625,0.1171875,0.234375
65,1716802872.789103,1716802872.92531,1716802872.885896,1716802872.9124532,1716802872.790234,1716802872.8858922,1716802872.9124532,1716802872.925308,,,,,,,,,,0.6942740678787231,2.5332183837890625,0.1171875,0.234375
66,1716802872.9254231,1716802873.065551,1716802873.023217,1716802873.052992,1716802872.926486,1716802873.023214,1716802873.052992,1716802873.06555,,,,,,,,,,0.2758421301841736,2.5332183837890625,0.1171875,0.234375
67,1716802873.065658,1716802873.2028558,1716802873.162674,1716802873.190921,1716802873.066605,1716802873.162671,1716802873.190921,1716802873.2028558,,,,,,,,,,0.4389806389808655,2.5332183837890625,0.1171875,0.234375
68,1716802873.2029219,1716802873.3383,1716802873.2958012,1716802873.325521,1716802873.2039301,1716802873.295798,1716802873.325521,1716802873.338298,,,,,,,,,,0.09241220355033875,2.5332183837890625,0.1171875,0.234375
69,1716802873.338411,1716802873.475531,1716802873.43438,1716802873.463398,1716802873.339448,1716802873.434377,1716802873.463398,1716802873.47553,,,,,,,,,,0.3940172791481018,2.5332183837890625,0.1171875,0.234375
70,1716802873.475582,1716802873.610833,1716802873.570488,1716802873.597845,1716802873.47666,1716802873.570484,1716802873.597845,1716802873.610832,,,,,,,,,,0.30635178089141846,2.5332183837890625,0.1171875,0.234375
71,1716802873.6109471,1716802873.748388,1716802873.7071989,1716802873.73605,1716802873.611867,1716802873.7071948,1716802873.73605,1716802873.748388,,,,,,,,,,0.17584297060966492,2.5332183837890625,0.1171875,0.234375
72,1716802873.7484548,1716802873.883662,1716802873.842082,1716802873.870664,1716802873.749514,1716802873.84208,1716802873.870664,1716802873.883661,,,,,,,,,,0.48522359132766724,2.5332183837890625,0.1171875,0.234375
73,1716802873.88373,1716802874.019777,1716802873.979438,1716802874.008084,1716802873.884734,1716802873.979433,1716802874.008084,1716802874.019775,,,,,,,,,,0.2462165802717209,2.5332183837890625,0.1171875,0.234375
74,1716802874.019943,1716802874.162768,1716802874.113672,1716802874.146729,1716802874.020957,1716802874.1136692,1716802874.146729,1716802874.1627672,,,,,,,,,,0.2674943208694458,2.5332183837890625,0.1171875,0.234375
75,1716802874.1628501,1716802874.309747,1716802874.269772,1716802874.297131,1716802874.163724,1716802874.269768,1716802874.297132,1716802874.309746,,,,,,,,,,0.06814904510974884,2.5332183837890625,0.1171875,0.234375
76,1716802874.309817,1716802874.446632,1716802874.4087832,1716802874.434703,1716802874.310903,1716802874.40878,1716802874.434703,1716802874.44663,,,,,,,,,,0.8069831728935242,2.5332183837890625,0.1171875,0.234375
77,1716802874.4467468,1716802874.583045,1716802874.542497,1716802874.5703301,1716802874.447789,1716802874.5424929,1716802874.5703301,1716802874.583044,,,,,,,,,,0.17597226798534393,2.5332183837890625,0.1171875,0.234375
78,1716802874.583103,1716802874.723766,1716802874.684243,1716802874.711641,1716802874.58421,1716802874.6842391,1716802874.711642,1716802874.723765,,,,,,,,,,1.5927560329437256,2.5332183837890625,0.1171875,0.234375
79,1716802874.723829,1716802874.862256,1716802874.8210602,1716802874.849547,1716802874.724923,1716802874.821056,1716802874.849547,1716802874.862255,,,,,,,,,,2.7876203060150146,2.5332183837890625,0.1171875,0.234375
80,1716802874.8623612,1716802874.994577,1716802874.954842,1716802874.9818292,1716802874.8634071,1716802874.954839,1716802874.9818292,1716802874.994572,,,,,,,,,,0.19461874663829803,2.5332183837890625,0.1171875,0.234375
81,1716802874.994671,1716802875.163927,1716802875.124717,1716802875.151177,1716802874.995635,1716802875.124713,1716802875.151178,1716802875.1639261,,,,,,,,,,0.20048120617866516,2.5332183837890625,0.1171875,0.234375
82,1716802875.164008,1716802875.294561,1716802875.2540228,1716802875.2821279,1716802875.165157,1716802875.254008,1716802875.2821279,1716802875.294559,,,,,,,,,,0.3782295882701874,2.5332183837890625,0.1171875,0.234375
83,1716802875.294668,1716802875.4309719,1716802875.389363,1716802875.41818,1716802875.295713,1716802875.3893602,1716802875.41818,1716802875.4309719,,,,,,,,,,0.4675569534301758,2.5332183837890625,0.1171875,0.234375
84,1716802875.431028,1716802875.5639548,1716802875.525335,1716802875.551873,1716802875.432148,1716802875.525332,1716802875.5518742,1716802875.5639548,,,,,,,,,,0.9968343377113342,2.5332183837890625,0.1171875,0.234375
85,1716802875.564003,1716802875.6990871,1716802875.659629,1716802875.6866171,1716802875.564908,1716802875.659625,1716802875.6866171,1716802875.6990862,,,,,,,,,,0.836800217628479,2.5332183837890625,0.1171875,0.234375
86,1716802875.699161,1716802875.836212,1716802875.7956421,1716802875.823542,1716802875.7002418,1716802875.795639,1716802875.823542,1716802875.836211,,,,,,,,,,0.11534304916858673,2.5332183837890625,0.1171875,0.234375
87,1716802875.836315,1716802875.976892,1716802875.930668,1716802875.963156,1716802875.837384,1716802875.9306638,1716802875.963156,1716802875.976892,,,,,,,,,,0.8828518986701965,2.5332183837890625,0.1171875,0.234375
88,1716802875.976962,1716802876.124819,1716802876.084227,1716802876.111316,1716802875.977979,1716802876.084223,1716802876.111316,1716802876.1248178,,,,,,,,,,0.4317820370197296,2.5332183837890625,0.1171875,0.234375
89,1716802876.124882,1716802876.2690601,1716802876.2295198,1716802876.2576902,1716802876.125848,1716802876.229517,1716802876.257691,1716802876.2690592,,,,,,,,,,0.395771861076355,2.5332183837890625,0.1171875,0.234375
90,1716802876.2691221,1716802876.408983,1716802876.3681338,1716802876.3959,1716802876.270268,1716802876.36813,1716802876.395901,1716802876.408981,,,,,,,,,,0.14718154072761536,2.5332183837890625,0.1171875,0.234375
91,1716802876.409096,1716802876.540462,1716802876.500242,1716802876.528043,1716802876.410239,1716802876.5002382,1716802876.528043,1716802876.540461,,,,,,,,,,1.5378633737564087,2.5332183837890625,0.1171875,0.234375
92,1716802876.540551,1716802876.6800609,1716802876.638434,1716802876.666986,1716802876.5417259,1716802876.6384299,1716802876.666986,1716802876.68006,,,,,,,,,,0.48131272196769714,2.5332183837890625,0.1171875,0.234375
93,1716802876.680135,1716802876.814631,1716802876.774977,1716802876.8024452,1716802876.681272,1716802876.774973,1716802876.8024452,1716802876.814629,,,,,,,,,,0.4361472725868225,2.5332183837890625,0.1171875,0.234375
94,1716802876.814744,1716802876.951767,1716802876.9122088,1716802876.9388769,1716802876.815767,1716802876.9122062,1716802876.938878,1716802876.951766,,,,,,,,,,0.7568604946136475,2.5332183837890625,0.1171875,0.234375
95,1716802876.951874,1716802877.084246,1716802877.0440729,1716802877.072362,1716802876.9529972,1716802877.044068,1716802877.072362,1716802877.084245,,,,,,,,,,1.3246456384658813,2.5332183837890625,0.1171875,0.234375
96,1716802877.084349,1716802877.221409,1716802877.180516,1716802877.20942,1716802877.085325,1716802877.180512,1716802877.20942,1716802877.221407,,,,,,,,,,2.1613337993621826,2.5332183837890625,0.1171875,0.234375
97,1716802877.221515,1716802877.356618,1716802877.315576,1716802877.34268,1716802877.2223969,1716802877.315573,1716802877.34268,1716802877.356617,,,,,,,,,,0.589547336101532,2.5332183837890625,0.1171875,0.234375
98,1716802877.3567228,1716802877.4939678,1716802877.4528918,1716802877.4825978,1716802877.357713,1716802877.452888,1716802877.4825978,1716802877.493967,,,,,,,,,,1.1621397733688354,2.5332183837890625,0.1171875,0.234375
99,1716802877.494057,1716802877.628459,1716802877.585817,1716802877.615923,1716802877.495022,1716802877.585813,1716802877.615923,1716802877.628458,,,,,,,,,,0.8398404121398926,2.5332183837890625,0.1171875,0.234375
100,1716802877.6285272,1716802877.7649028,1716802877.725316,1716802877.7522418,1716802877.62952,1716802877.725313,1716802877.752243,1716802877.7649028,,,,,,,,,,1.0012649297714233,2.5332183837890625,0.1171875,0.234375
101,1716802877.764975,1716802877.89901,1716802877.859061,1716802877.8868659,1716802877.766183,1716802877.859057,1716802877.8868659,1716802877.89901,,,,,,,,,,0.8443124890327454,2.5332183837890625,0.1171875,0.234375
102,1716802877.899075,1716802878.04082,1716802877.9936361,1716802878.0282938,1716802877.900037,1716802877.993632,1716802878.0282938,1716802878.040819,,,,,,,,,,1.4419186115264893,2.5332183837890625,0.1171875,0.234375
103,1716802878.0408902,1716802878.177567,1716802878.13782,1716802878.164999,1716802878.041949,1716802878.1378171,1716802878.165,1716802878.177566,,,,,,,,,,1.0473626852035522,2.5332183837890625,0.1171875,0.234375
104,1716802878.177676,1716802878.3201978,1716802878.2828429,1716802878.3082938,1716802878.17874,1716802878.28284,1716802878.3082938,1716802878.320197,,,,,,,,,,1.3591339588165283,2.5332183837890625,0.1171875,0.234375
105,1716802878.3202581,1716802878.458124,1716802878.4171698,1716802878.4446049,1716802878.321214,1716802878.417166,1716802878.4446049,1716802878.458122,,,,,,,,,,1.5453379154205322,2.5332183837890625,0.1171875,0.234375
106,1716802878.458244,1716802878.5984561,1716802878.556907,1716802878.585237,1716802878.459326,1716802878.556903,1716802878.585237,1716802878.5984561,,,,,,,,,,1.6805206537246704,2.5332183837890625,0.1171875,0.234375
107,1716802878.59854,1716802878.7340548,1716802878.69337,1716802878.721162,1716802878.599403,1716802878.693367,1716802878.721162,1716802878.7340531,,,,,,,,,,1.1642751693725586,2.5332183837890625,0.1171875,0.234375
108,1716802878.7341619,1716802878.870475,1716802878.831296,1716802878.8591738,1716802878.735125,1716802878.831292,1716802878.859175,1716802878.870474,,,,,,,,,,0.2641015648841858,2.5332183837890625,0.1171875,0.234375
109,1716802878.8705401,1716802879.0165498,1716802878.9760158,1716802879.0041652,1716802878.8714938,1716802878.976012,1716802879.0041652,1716802879.016549,,,,,,,,,,0.9809024930000305,2.5332183837890625,0.1171875,0.234375
110,1716802879.016661,1716802879.148422,1716802879.109801,1716802879.136601,1716802879.0175831,1716802879.109798,1716802879.136601,1716802879.148421,,,,,,,,,,0.727977991104126,2.5332183837890625,0.1171875,0.234375
111,1716802879.1495192,1716802879.287601,1716802879.248142,1716802879.276156,1716802879.150593,1716802879.248139,1716802879.276156,1716802879.287599,,,,,,,,,,0.6186253428459167,2.5332183837890625,0.1171875,0.234375
112,1716802879.287704,1716802879.425277,1716802879.3834062,1716802879.411243,1716802879.288706,1716802879.3834019,1716802879.411244,1716802879.4252758,,,,,,,,,,0.8549052476882935,2.5332183837890625,0.1171875,0.234375
113,1716802879.4253728,1716802879.597321,1716802879.521419,1716802879.585124,1716802879.426337,1716802879.521416,1716802879.585124,1716802879.5973198,,,,,,,,,,0.808050811290741,2.5332183837890625,0.1171875,0.234375
114,1716802879.5973911,1716802879.733479,1716802879.694589,1716802879.7206762,1716802879.5985432,1716802879.694586,1716802879.7206762,1716802879.733479,,,,,,,,,,0.4925402104854584,2.5332183837890625,0.1171875,0.234375
115,1716802879.7335382,1716802879.872438,1716802879.8319721,1716802879.860251,1716802879.73454,1716802879.831968,1716802879.860252,1716802879.872437,,,,,,,,,,0.7090852856636047,2.5332183837890625,0.1171875,0.234375
116,1716802879.8725271,1716802880.008899,1716802879.969928,1716802879.99714,1716802879.873369,1716802879.9699252,1716802879.99714,1716802880.008898,,,,,,,,,,0.29376184940338135,2.5332183837890625,0.1171875,0.234375
117,1716802880.009013,1716802880.144831,1716802880.104547,1716802880.1318002,1716802880.009886,1716802880.104544,1716802880.1318002,1716802880.14483,,,,,,,,,,0.9957616329193115,2.5332183837890625,0.1171875,0.234375
118,1716802880.144893,1716802880.282994,1716802880.240448,1716802880.2690392,1716802880.1458728,1716802880.240445,1716802880.2690392,1716802880.2829928,,,,,,,,,,0.3182085156440735,2.5332183837890625,0.1171875,0.234375
119,1716802880.2831,1716802880.4227939,1716802880.380491,1716802880.410344,1716802880.28428,1716802880.380488,1716802880.410344,1716802880.4227939,,,,,,,,,,0.8449549674987793,2.5332183837890625,0.1171875,0.234375
120,1716802880.422858,1716802880.56237,1716802880.520292,1716802880.5492392,1716802880.423879,1716802880.520289,1716802880.5492392,1716802880.56237,,,,,,,,,,0.6250370144844055,2.5332183837890625,0.1171875,0.234375
121,1716802880.562434,1716802880.695702,1716802880.656354,1716802880.6839721,1716802880.563453,1716802880.65635,1716802880.6839721,1716802880.695702,,,,,,,,,,0.7048594951629639,2.5332183837890625,0.1171875,0.234375
122,1716802880.695766,1716802880.82587,1716802880.788331,1716802880.813828,1716802880.696717,1716802880.788327,1716802880.8138292,1716802880.8258681,,,,,,,,,,0.7090262174606323,2.5332183837890625,0.1171875,0.234375
123,1716802880.825987,1716802880.963706,1716802880.922125,1716802880.950061,1716802880.826976,1716802880.922121,1716802880.950061,1716802880.963705,,,,,,,,,,0.4721786379814148,2.5332183837890625,0.1171875,0.234375
124,1716802880.9637718,1716802881.103717,1716802881.060997,1716802881.090506,1716802880.9647858,1716802881.0609941,1716802881.090506,1716802881.1037161,,,,,,,,,,0.7793428897857666,2.5332183837890625,0.1171875,0.234375
125,1716802881.103786,1716802881.239241,1716802881.198756,1716802881.2267442,1716802881.104834,1716802881.198753,1716802881.2267442,1716802881.23924,,,,,,,,,,0.6962867975234985,2.5332183837890625,0.1171875,0.234375
126,1716802881.2393548,1716802881.373863,1716802881.332799,1716802881.361403,1716802881.24037,1716802881.3327959,1716802881.361403,1716802881.3738618,,,,,,,,,,0.40815824270248413,2.5332183837890625,0.1171875,0.234375
127,1716802881.373934,1716802881.508874,1716802881.4693198,1716802881.496615,1716802881.374974,1716802881.4693172,1716802881.496615,1716802881.508874,,,,,,,,,,0.5704724192619324,2.5332183837890625,0.1171875,0.234375
128,1716802881.5089478,1716802881.647413,1716802881.60885,1716802881.6348422,1716802881.510051,1716802881.6088471,1716802881.6348422,1716802881.647412,,,,,,,,,,0.7072547674179077,2.5332183837890625,0.1171875,0.234375
